Filename	Level	Tokens	AWL	TTR	#	$	''	,	-LRB-	-RRB-	.	:	AMP	ANDC	CAUS	CC	CD	CONC	COND	CONJ	DEMO	DEMP	DPAR	DT	DWNT	EMPH	EX	FPP1	FW	GER	HDG	IN	INPR	JJ	LS	NEMD	NN	NNP	NOMZ	OSUB	PDT	PHC	PIN	PIT	PLACE	POMD	POS	PRED	PRMD	PRP	PRPS	QUAN	QUPR	RB	RP	SPP2	SYM	SYNE	THAC	THVC	TIME	TO	TOBJ	TPP3	TSUB	UH	VB	VBD	VBG	VBN	VPRT	WDT	WP	WPS	XX0	[BEMA]	[BYPA]	[CONT]	[PASS]	[PASTP]	[PEAS]	[PIRE]	[PRESP]	[PRIV]	[PROD]	[PUBV]	[SERE]	[SMP]	[SPAU]	[SPIN]	[STPR]	[SUAV]	[THATD]	[WHCL]	[WHOBJ]	[WHQU]	[WHSUB]	[WZPAST]	[WZPRES]	``
._Access_1_Informative_0001.txt	A	89	1.5169	0.191011	0	0	0	0	0	0	0	0	0	0	0	0	4.4944	0	0	0	0	0	0	0	0	0	0	0	4.4944	0	0	0	0	0	0	0	91.0112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Access_1_Informative_0001.txt	A	664	4.2560	0.535000	0	0.3012	0.4518	5.2711	0.3012	0.3012	8.1325	1.8072	0.9036	0.1506	0.1506	1.6566	0.9036	0	0	0	0	0	0	9.7892	0.3012	0.1506	0.1506	0.4518	0.4518	1.5060	0	0.9036	0	5.1205	0	0.1506	38.1024	0	0.4518	0	0	1.0542	9.9398	1.5060	1.6566	0.7530	0.9036	0.9036	0	0	0	0.9036	0	1.8072	0.1506	0.6024	1.5060	0	0	0.1506	0.3012	1.0542	0	2.4096	0	0	3.0120	3.1627	0.3012	0.3012	6.3253	0	0.3012	0	0.6024	2.8614	0	0.6024	0.3012	0	0	0	0.1506	1.2048	0.3012	0.1506	0	0	0	0	0.4518	0	0	0.1506	0	0	0	0	0.1506	0.6024
Access_1_Instructional_0001.txt	A	718	4.0543	0.362500	0.1393	0.5571	0.1393	2.5070	0.9749	4.0390	13.3705	4.4568	0	0.2786	0	2.3677	0.9749	0	0.1393	0	0.5571	0.8357	0.4178	10.4457	0.1393	0.5571	0	1.3928	0	0.1393	0	1.6713	0	5.1532	2.3677	0	32.4513	0	0.8357	0	0	1.2535	10.1671	0.5571	0.1393	0.1393	1.2535	0.2786	0	0	0	0.2786	0	1.3928	0.2786	3.8997	0	0	0	0	0.4178	0.1393	0	1.6713	0	0	11.6992	0.2786	0.1393	0	4.1783	0.2786	1.2535	0	0.8357	1.3928	0	1.3928	0	0	0	0	0	1.6713	0	2.2284	0	0	0	0	0.1393	0.2786	0	0.2786	0	0	0.1393	0	0	0
Access_1_Instructional_0002.txt	A	731	4.2585	0.397500	0	0.5472	0.1368	1.5048	0.9576	6.7031	13.4063	3.1464	0	0	0	1.9152	1.6416	0	0.1368	0	0.5472	0.6840	0.1368	11.2175	0	0.5472	0.4104	0.6840	0.1368	0	0	2.0520	0	3.1464	4.1040	0	28.4542	0	2.3256	0	0	1.2312	8.0711	0.4104	0.1368	0.9576	0.8208	0.1368	0.1368	0	0	0.2736	0	1.9152	0.6840	6.8399	0	0	0	0	0.5472	0	0	2.0520	0	0.1368	12.1751	0	0.1368	0	4.6512	0.1368	1.2312	0	0	1.3680	0	0.6840	0	0	0	0	0	2.3256	0	3.1464	0	0	0	0	0	0.8208	0.1368	0.2736	0	0.2736	0	0	0.1368	0.2736
Access_1_Instructional_0003.txt	A	768	3.9375	0.387500	0	0.1302	0.2604	0.5208	1.1719	5.9896	13.0208	2.7344	0	0.1302	0	2.6042	0.9115	0	0.1302	0	1.0417	0	0.2604	11.7188	0	0.2604	0	0.2604	1.3021	0.1302	0	1.4323	0	3.1250	3.3854	0	30.0781	0	0.2604	0	0	1.3021	8.0729	0.7812	0.2604	1.1719	0.3906	0.7812	0	0	0	0.5208	0	1.6927	0.2604	5.4688	0.5208	0	0	0	0.1302	0.5208	0	0.9115	0	0	11.5885	0	0.5208	0.1302	5.3385	0.5208	1.4323	0	1.0417	1.3021	0	1.9531	0	0	0	0	0	2.0833	0.2604	1.9531	0	0	0	0	0	0.1302	0.1302	0.5208	0	0.3906	0	0	0.1302	0.2604
Access_1_Instructional_0004.txt	A	768	3.9779	0.360000	0	0	0.2604	1.5625	0.1302	4.6875	12.1094	1.5625	0	0.2604	0	2.3438	1.3021	0	0	0	0.3906	0.1302	0.1302	12.2396	0	0.2604	0	0.2604	0	0	0	1.9531	0	1.9531	3.5156	0	32.5521	0	1.3021	0	0	0.9115	11.4583	0.5208	0	1.4323	1.3021	0.1302	0.2604	0	0	0.2604	0.2604	0.9115	0	6.7708	0	0	0	0.1302	0.2604	0.2604	0	1.1719	0.1302	0.1302	10.8073	0	0	0	3.5156	0.3906	1.5625	0	0.1302	1.1719	0	0.5208	0	0	0	0	0	2.3438	0.1302	1.4323	0	0	0	0	0.2604	0.2604	0.2604	0.1302	0	0.3906	0	0	0	0.2604
Access_1_Instructional_0005.txt	A	773	4.0763	0.420000	0	0	0	1.5524	0.7762	5.1746	13.0660	3.6223	0.1294	0.1294	0.1294	2.1992	1.0349	0	0	0	0.3881	0.2587	0.5175	11.3842	0	0	0	0.1294	0.5175	0	0	1.6818	0	2.5873	3.6223	0	26.2613	0	3.6223	0	0	1.0349	7.6326	0.9056	0.1294	1.4230	0.7762	0.2587	0	0	0	0	0	2.8461	0	6.7270	0.1294	0	0	0	0.1294	1.0349	0	1.2937	0	0	13.0660	0	0.6468	0	4.9159	1.0349	1.6818	0	0.5175	1.2937	0	1.0349	0	0	0	0.1294	0	2.1992	0.5175	1.9405	0.1294	0	0	0	0.2587	1.0349	0	0.6468	0	0	0	0	0.2587	0
Access_1_Instructional_0006.txt	A	775	3.9071	0.392500	0.1290	0.1290	0.2581	1.0323	1.8065	5.1613	13.5484	2.8387	0	0.1290	0	1.9355	1.2903	0	0	0	0.6452	0	0	12.5161	0	0.2581	0	0.1290	0.2581	0.3871	0.1290	1.5484	0	5.0323	2.7097	0	28.5161	0	0.7742	0	0	1.1613	12.6452	1.0323	0.1290	0.7742	0.7742	0.1290	0	0	0	0.3871	0.1290	2.1935	0.2581	4.5161	0.2581	0	0	0	0.1290	0.6452	0	1.2903	0	0	11.3548	0.6452	0	0.3871	3.4839	0.2581	1.8065	0	0.1290	1.1613	0	0.1290	0	0	0	0	0	2.5806	0.7742	1.6774	0	0	0	0	0	0.2581	0	0.3871	0	0	0	0	0	0.2581
Access_1_Instructional_0007.txt	A	765	3.9817	0.377500	0	0.5229	0.3922	1.3072	0.7843	4.0523	11.6340	3.9216	0	0.5229	0	2.2222	2.8758	0	0	0	0.9150	0.1307	0	10.5882	0.2614	0.1307	0	0.9150	0.6536	0.6536	0	1.1765	0	4.4444	2.6144	0	25.8824	0	1.5686	0	0	0.5229	9.1503	0.2614	0.1307	1.0458	1.1765	0.5229	0.3922	0	0	0.5229	0	2.3529	0.2614	6.0131	0.1307	0	0	0	0.2614	1.0458	0	1.4379	0	0	12.0261	2.0915	0.3922	0	3.7908	0.3922	1.1765	0	0.5229	1.6993	0	0.6536	0	0	0	0	0.1307	3.1373	1.0458	1.8301	0.1307	0	0.1307	0	0	1.1765	0.3922	0.6536	0	0.2614	0	0	0.1307	0.3922
Access_1_Instructional_0008.txt	A	779	4.0193	0.397500	0	0.3851	0	1.9255	0.6418	3.9795	12.1951	2.3107	0	0.2567	0.2567	1.9255	1.5404	0	0.2567	0.1284	0.5135	0.3851	0.2567	11.6816	0	0.1284	0	0.6418	0	0.2567	0	1.5404	0	5.2632	2.5674	0	26.3158	0	1.1553	0	0	1.2837	9.8845	1.0270	0.1284	1.1553	0.6418	0.2567	0.1284	0	0	0.8986	0	2.4390	0.2567	4.1078	0.2567	0	0	0.1284	0.2567	0.5135	0	2.0539	0.2567	0	10.2696	0.8986	0.7702	0.2567	5.5199	0.2567	1.5404	0	0.2567	1.1553	0	0.3851	0	0.1284	0	0	0	2.3107	0.3851	1.9255	0	0	0	0	0.1284	0.2567	0.2567	0.2567	0	0.3851	0	0	0.2567	0.2567
Access_1_Instructional_0009.txt	A	827	4.1717	0.412500	0	0	0	1.3301	1.2092	5.8041	12.8174	3.2648	0	0.3628	0	1.4510	2.1765	0	0	0	0.8464	0	0.2418	12.6965	0.1209	0.1209	0.2418	0.1209	0	0.1209	0	1.5719	0	4.4740	2.5393	0	26.8440	0	1.3301	0.1209	0	0.9674	8.9480	0.2418	0	1.2092	0.4837	0	0.2418	0	0	0.9674	0.1209	1.9347	0	5.8041	0	0	0	0	0.1209	1.0883	0	2.4184	0	0	11.7291	0.2418	1.2092	0.1209	4.8368	0	1.5719	0	0.7255	1.0883	0	1.3301	0	0	0	0	0.2418	2.9021	0.1209	2.4184	0	0	0.2418	0	0	0.7255	0	0.2418	0	0.2418	0	0	0	0
Access_1_Instructional_0010.txt	A	1042	4.2265	0.360000	0	0	0.2879	2.4952	0.5758	3.7428	12.7639	2.3033	0.0960	0	0	1.5355	1.2476	0	0	0	0.8637	0	0	10.1727	0	0.1919	0	0	0.1919	0.1919	0	2.0154	0.0960	4.2226	1.9194	0	31.3820	0	2.0154	0	0	0.5758	9.5010	0.8637	0.0960	0.9597	0.8637	0.6718	0.2879	0.0960	0	0.4798	0	2.7831	0.0960	5.0864	0.0960	0	0	0	0.0960	0.7678	0	1.6315	0.0960	0.0960	9.2131	0.8637	0	0.2879	6.2380	0.5758	1.6315	0	0.7678	2.3992	0	1.5355	0.2879	0	0	0.0960	0	2.0154	0.3839	1.7274	0.0960	0	0	0	0.2879	0.2879	0	0.4798	0.0960	0	0	0	0	0.2879
Access_1_Narrative_0001.txt	A	741	3.7490	0.405000	0	0	4.8583	4.3185	0	0	16.8691	2.4291	0	0.8097	0	2.0243	0.5398	0	0	0	0.4049	0.6748	0.1350	9.1768	0	0.2699	0.2699	1.4845	0	0.6748	0.1350	0.4049	0	4.0486	0	0	33.0634	0	0	0	0	0.4049	8.6370	2.0243	0.4049	0.9447	0.8097	0.6748	0	0.1350	0	0.1350	0	2.9690	0.2699	1.3495	0	0	0	0	0.5398	0.1350	0	6.6127	0	1.6194	3.7787	0	0	0	13.9001	0	0.2699	0	1.0796	4.9933	0	3.9136	0	0	0	0	0	1.7544	0	0.5398	0	0	0	0	0	0.5398	0.1350	0	0	0	0	0	0	4.8583
Access_1_Narrative_0002.txt	A	727	3.7992	0.425000	0	0	9.4911	8.6657	0	0	17.8817	1.6506	0.4127	0.9629	0	2.2008	0.2751	0	0	0	0.2751	1.1004	0.2751	6.7400	0	0.1376	0.2751	4.2641	0.2751	0	0	0.5502	0	3.0261	0	0	25.9972	0	0.5502	0	0	0.5502	6.3274	1.7882	0.4127	3.0261	0.6878	1.3755	0.1376	0.1376	0	0.6878	0.1376	3.1637	0.1376	2.4759	0	0	0	0	0	0.8253	0	4.8143	0	2.6135	4.5392	0	0.1376	0.1376	17.4691	0.1376	0.8253	0	0.8253	4.1265	0	3.4388	0.1376	0	0	0	0	1.7882	0.2751	2.8886	0	0	0	0	0.2751	0.9629	0.1376	0.2751	0	0.4127	0	0	0	9.3535
Access_1_Narrative_0003.txt	A	910	3.6945	0.402500	0	0	4.7253	6.8132	0	0.4396	14.3956	1.8681	0.1099	0.7692	0.2198	2.0879	0.4396	0	0	0	0.3297	0.5495	0.1099	6.7033	0.2198	0.5495	0.3297	8.5714	0	0.3297	0.1099	0.9890	0	2.8571	0	0	24.1758	0	0	0	0	0.8791	6.5934	1.6484	0.7692	0.9890	0	0.8791	0	0.4396	0	0.5495	0.2198	4.6154	0.7692	0.9890	0	0	0	0.1099	0.6593	0.6593	0	5.6044	0	1.0989	4.3956	0	0	0.1099	16.5934	0	0.2198	0	1.6484	3.2967	0	4.0659	0.1099	0	0	0	0	0.7692	0	2.1978	0	0	0	0	0.1099	0.4396	0.1099	0	0	0.1099	0.1099	0	0	4.8352
Access_1_Narrative_0004.txt	A	485	3.8144	0.465000	0	0	1.2371	5.7732	0	0	8.4536	1.2371	0.2062	0.6186	0	4.1237	1.2371	0	0	0	0	0.6186	0	7.8351	0	0.6186	0.6186	5.7732	0	0	0	1.4433	0	4.1237	0	0	27.8351	0	0	0	0	1.4433	7.4227	1.0309	0.2062	1.0309	0.6186	0.4124	0	0	0	1.0309	0	2.6804	0.6186	0.4124	0	0	0	0	0.2062	1.6495	0.2062	5.9794	0	0.2062	5.5670	0	0.2062	0	12.9897	0	0.2062	0	1.4433	1.6495	0	2.4742	0	0	0	0	0	1.0309	0	1.2371	0	0	0	0	0	0.6186	0.6186	0	0	0	0	0	0	1.2371
Access_1_Narrative_0005.txt	A	699	3.8655	0.540000	0.2861	0	6.1516	6.7239	0.4292	0.4292	13.5908	0.7153	0.1431	0.8584	0.1431	2.5751	1.0014	0	0	0	0.1431	0.7153	0.2861	7.2961	0	0.5722	0.7153	6.0086	0	0.8584	0	1.1445	0	3.2904	0	0	26.8956	0	0.2861	0	0	1.1445	7.2961	1.1445	0.5722	1.4306	0.7153	0.8584	0	0	0	0.5722	0	3.2904	0.1431	1.7167	0	0	0	0	0.7153	0.5722	0	2.8612	0	2.2890	3.8627	9.0129	0.1431	0.2861	6.5808	0	1.0014	0	1.4306	2.8612	0	2.1459	0.1431	0	0	0	0	1.7167	0.5722	2.1459	0	0	0.1431	0	0	0.4292	0.1431	0.2861	0	0.2861	0	0.1431	0	6.1516
Access_1_Narrative_0006.txt	A	740	3.7635	0.382500	0	0	6.3514	6.8919	0	0	16.4865	0.9459	0	0.6757	0.1351	3.1081	0.6757	0	0	0	0.2703	0.6757	0.2703	10.2703	0.2703	0.4054	0.1351	2.5676	0	0.4054	0.1351	1.0811	0	2.9730	0	0	23.1081	0	0.1351	0	0	0.2703	4.4595	1.3514	2.0270	0.9459	0.6757	2.8378	0.1351	0.1351	0	0	0.4054	4.3243	0.1351	0.9459	0	0	0	0	0.9459	0.6757	0	6.4865	0	1.4865	4.5946	12.5676	0	0.2703	4.7297	0	0.1351	0	2.8378	3.6486	0	4.3243	0.1351	0	0	0	0	1.3514	0	2.7027	0	0	0.1351	0	0.1351	0.8108	0.2703	0	0	0.1351	0	0.1351	0	6.3514
Access_1_Narrative_0007.txt	A	875	3.8880	0.415000	0.1143	0	4.9143	5.6000	0.4571	0.4571	13.0286	0.9143	0	0.4571	0.2286	2.1714	0.4571	0	0	0	0.5714	0.4571	0.3429	7.5429	0.1143	0.9143	0.2286	6.2857	0	0.6857	0.1143	1.8286	0.1143	2.7429	0	0	28.5714	0	0.2286	0	0	1.0286	10.7429	1.4857	0.3429	0.5714	0.5714	1.1429	0	0.2286	0	0.4571	0.6857	3.2000	0.2286	0.8000	0	0	0	0.1143	0.2286	0.5714	0	3.7714	0	0.5714	3.6571	8.8000	0.6857	0.1143	5.3714	0.1143	0.4571	0	0.5714	1.8286	0	1.6000	0.1143	0	0	0	0	1.4857	0.1143	2.2857	0	0	0	0	0.6857	0.8000	0.2286	0.2286	0	0.2286	0	0	0	4.6857
Access_1_Narrative_0008.txt	A	854	3.6756	0.470000	0	0	4.2155	5.2693	0	0	13.2319	0.9368	0.1171	0.7026	0	3.0445	0.5855	0	0	0	0.8197	0.3513	0	6.3232	0.1171	0.8197	0.2342	9.9532	0	0.2342	0.1171	0.9368	0	4.2155	0	0	21.3115	0	0.3513	0	0	0.1171	7.7283	1.4052	0.7026	0.9368	0.2342	0.9368	0	0	0.1171	0.9368	0.5855	4.4496	0.2342	1.9906	0	0.1171	0	0.1171	0.4684	0.9368	0.1171	5.8548	0.1171	0.7026	3.8642	11.2412	0.1171	0	4.2155	0	0.5855	0	1.1710	2.6932	0	1.8735	0	0	0	0	0	2.2248	0.2342	2.1077	0	0	0	0	0.1171	0.9368	0	0.2342	0	0.1171	0	0	0	4.2155
Access_1_Narrative_0009.txt	A	422	3.5900	0.422500	0	0	3.3175	4.5024	0.4739	0.4739	12.7962	0.4739	0	0.7109	0.2370	3.0806	0.9479	0	0	0	0	0.7109	0	3.5545	0.2370	1.8957	0.2370	7.1090	0	0	0.2370	0.9479	0	2.3697	0	0	18.9573	0	0	0	0	0.9479	5.9242	3.0806	2.1327	0.9479	1.1848	0.4739	0	0	0	0.7109	0	4.0284	0.2370	1.8957	0	0	0	0.4739	1.4218	1.8957	0	6.8720	0	1.4218	6.1611	9.0047	1.1848	0.4739	6.3981	0	0.2370	0	2.8436	1.4218	0	3.5545	0.2370	0	0	0	0	2.3697	0	1.6588	0	0	0	0	0.2370	1.1848	0.4739	0.4739	0	0	0	0	0	3.3175
Access_1_Personal_0001.txt	A	705	3.6879	0.437500	0	0	0.2837	4.2553	0	0	12.9078	1.1348	0	0.2837	0.4255	3.4043	0.2837	0	0	0	0.4255	0.5674	0.1418	5.8156	0.2837	0.7092	0.7092	9.3617	0	0.5674	0	0.8511	0	2.8369	0	0	24.2553	0	0.4255	0	0	0.5674	8.5106	2.2695	0.9929	0.7092	0.1418	1.1348	0	0	0	1.9858	0.1418	4.1135	0	0.9929	0.1418	0.1418	0	0	1.1348	0.7092	0	3.1206	0	1.7021	2.2695	4.3972	2.4113	0.2837	9.3617	0	0.2837	0	0.9929	3.6879	0	5.1064	0	0.1418	0	0	0	0.7092	0.1418	0	0	0	0	0	0	0.1418	0	0	0	0	0	0	0	0.2837
Access_1_Poetry_0001.txt	A	663	3.6652	0.372500	0	0	0.4525	16.8929	0	0	9.2006	1.5083	0	0.4525	0	2.2624	3.4691	0	0	0	0	0.1508	0	10.2564	0	0.6033	0.1508	8.2956	0	0.7541	0	0.3017	0	2.4133	0	0	28.6576	0	0	0	0	0.9050	8.4465	0.6033	0.4525	0.9050	1.3575	1.3575	0.6033	0	0	0.4525	0	3.4691	0.7541	1.6591	0	0	0	0	0.6033	1.2066	0	1.9608	0	0.9050	5.4299	0.1508	1.3575	0.3017	10.4072	0	0	0	0.3017	3.1674	0	4.8265	0	0.1508	0	0	0	1.3575	0	0.6033	0	0	0	0	0.1508	0.1508	0	0.1508	0	0	0	0	0	0.4525
Access_1_Spoken_0001.txt	A	930	3.4194	0.325000	0	0	0.1075	6.2366	0	0.3226	18.9247	15.0538	0	1.0753	0	0.7527	0.7527	0	0	0	0	1.6129	0.5376	6.2366	0	0	0.1075	7.3118	0.2151	0.2151	0	0.5376	0	4.5161	0.1075	0	31.7204	0	0.3226	0	0	0.2151	5.5914	1.9355	0	0.4301	0.4301	1.8280	0	0.1075	0	0	0	2.3656	0.2151	4.8387	0	0	0	0	0.7527	0.1075	0	0.6452	0	4.0860	4.5161	0	0	0	13.8710	0.1075	0.9677	0	1.3978	7.9570	0	7.7419	0	0	0	0	0	0.9677	0.1075	0.2151	0	0	0	0	0.4301	0.1075	0	0	0	0.2151	0	0	0	0
Access_1_Spoken_0002.txt	A	791	3.5133	0.365000	0	0	1.2642	6.3211	0	0	17.9520	13.4008	0	0.2528	0	1.7699	0.8850	0	0	0	0.5057	1.0114	0.1264	6.4475	0	0	1.1378	6.3211	0	0.3793	0	0.6321	0	3.6662	0	0	31.2263	0	0.6321	0	0	1.5171	5.4362	1.2642	0.2528	2.6549	0.3793	0.7585	0	0.2528	0	0.3793	0	3.2870	0.3793	3.2870	0.5057	0	0	0	0.3793	0.1264	0	1.1378	0	3.1606	5.9418	0	0	0.1264	11.5044	0.3793	0.7585	0	1.5171	4.2984	0	4.2984	0.1264	0	0	0	0	1.6435	0.1264	0.2528	0	0	0	0	0.2528	0	0.1264	0	0	1.2642	0	0	0	1.3906
Access_1_Spoken_0003.txt	A	802	3.6995	0.375000	0	0	0.2494	7.1072	2.4938	2.6185	15.4613	13.7157	0	1.1222	0	1.4963	0	0	0	0	0	0.4988	0.2494	5.9850	0.1247	0.2494	0.2494	5.4863	0	0.6234	0	1.8703	0	4.9875	0.1247	0	35.1621	0	0.2494	0	0	0.8728	7.2319	0.6234	0.6234	1.2469	0.6234	0.4988	0	0.1247	0	0.2494	0	2.7431	0.4988	3.4913	0	0.1247	0	0	0.1247	0	0	3.6160	0	1.4963	6.1097	0	0	0.2494	9.1022	0	0.7481	0	1.7456	2.4938	0	3.4913	0	0	0	0	0	0.8728	0.2494	0.2494	0	0	0	0	0.1247	0.1247	0.1247	0	0	0.1247	0	0	0	0.2494
Access_1_Spoken_0004.txt	A	650	3.5523	0.365000	0	0	1.2308	8.9231	0.1538	0.1538	17.6923	14.1538	0.3077	0.9231	0.1538	1.0769	0.3077	0	0	0	0.1538	0.6154	0.3077	3.8462	0	0.1538	0.7692	6.3077	0	0.3077	0	0.4615	0	3.3846	0	0	39.6923	0	0	0	0	0.6154	6.3077	1.0769	0	0.7692	0.6154	1.3846	0.7692	0	0	0.4615	0	2.9231	0.1538	2.9231	0.1538	0.7692	0	0	0.1538	0.6154	0	0.7692	0	2.6154	4.9231	0.1538	0.1538	0	10.3077	0	2.0000	0	1.2308	2.9231	0	4.6154	0	0	0	0	0	1.0769	0.4615	0	0	0	0	0	0	0	0	0	0	0.4615	0	0	0.1538	1.2308
Access_1_Spoken_0005.txt	A	672	3.6622	0.352500	0	0	0	8.7798	0	0	18.0060	11.3095	0	1.1905	0.1488	1.3393	0.1488	0	0	0	0	0.8929	0.7440	5.6548	0	0.5952	0.4464	4.4643	0.5952	0.5952	0.2976	1.1905	0.2976	3.4226	0	0	28.5714	0	0.2976	0	0	0	4.6131	1.6369	0.1488	1.4881	0.2976	0.4464	0	0	0	1.1905	0.2976	4.0179	0.1488	4.0179	0	0.1488	0	0	0.8929	0.7440	0	4.1667	0	4.3155	6.3988	0	0.2976	0	11.1607	0.1488	1.0417	0	1.7857	2.8274	0	3.8690	0	0	0	0	0	1.1905	0.8929	0.1488	0	0	0	0	0.1488	0	0.1488	0	0	0.1488	0	0	0.2976	0
Access_1_Spoken_0006.txt	A	808	3.6634	0.382500	0	0	0	6.3119	0.2475	0.2475	16.0891	10.2723	0	0.9901	0.2475	1.7327	0.1238	0	0	0	0.1238	0.6188	0.2475	6.9307	0.1238	0.7426	0.7426	8.6634	0	0.3713	0.1238	1.2376	0	3.9604	0	0	28.5891	0	0	0	0	0.1238	7.4257	2.1040	0.1238	0.6188	0.8663	1.6089	0	0	0	0.3713	0.1238	5.0743	0.2475	3.0941	0	0	0.1238	0	0.3713	0.8663	0	1.7327	0	1.9802	3.3416	8.1683	0	0	5.3218	0.1238	0.9901	0	0.3713	5.9406	0	2.3515	0	0	0	0	0	1.1139	0.3713	0	0	0	0	0	0	0	0	0.1238	0	0.1238	0	0	0	0
Access_1_Spoken_0007.txt	A	731	3.6662	0.430000	0	0.2736	2.0520	5.3352	0.9576	0.9576	19.5622	8.7551	0.1368	1.3680	0	0.6840	0	0	0	0	1.5048	1.3680	0.5472	5.6088	0	0.5472	0.5472	6.0192	0.5472	0.4104	0.1368	1.2312	0	2.3256	0	0	26.5390	0	0	0	0	0.5472	5.1984	2.4624	0.6840	0.1368	0.5472	1.9152	0.2736	0	0	1.7784	0.5472	3.2832	0	2.8728	0	0	0	0	0.4104	0.8208	0	2.5992	0	2.0520	5.7456	2.7360	3.4200	0	9.7127	0.1368	1.0944	0	2.0520	4.7880	0	7.2503	0	0	0	0	0.8208	1.2312	0.1368	0	0	0	0	0	0.4104	0	0.1368	0	0	0.4104	0	0	0.1368	0.8208
Access_1_Spoken_0008.txt	A	778	3.7789	0.412500	0	0	0	6.0411	2.1851	2.1851	17.0951	9.7686	0	0.7712	0	1.7995	0.2571	0	0	0	0.5141	1.4139	0.6427	6.4267	0	0.3856	0.5141	3.2134	0	1.5424	0	0.6427	0	1.7995	0	0	32.2622	0	0.1285	0	0	0.7712	7.1979	0.6427	0.7712	1.0283	0.8997	1.4139	0	0.1285	0	0.5141	0.1285	1.6710	0.5141	2.8278	0.1285	0.1285	0	0	0.7712	1.0283	0	4.6272	0	1.2853	6.5553	1.0283	1.2853	0	11.1825	0	0.3856	0	1.6710	3.3419	0	4.8843	0	0	0	0	0	0.7712	0.2571	0	0	0	0	0	0.2571	0.1285	0	0	0	0	0	0	0	0.1285
Access_1_Spoken_0009.txt	A	723	3.5892	0.360000	0	0	1.1065	4.4260	1.6598	1.6598	17.9806	11.3416	0	0.9682	0	1.3831	0.1383	0	0	0	0	0.2766	0.9682	7.4689	0	0.1383	0.6916	7.1923	0	0.4149	0.1383	0.9682	0	2.7663	0	0	28.6307	0	0.1383	0	0	1.2448	9.2669	2.0747	0.4149	1.7981	0.6916	0.5533	0	0	0	0.1383	0	3.1812	0.4149	3.5961	0	0	0	0	0.2766	0	0	4.5643	0	2.0747	5.5325	2.2130	0	0.2766	8.0221	0	0.6916	0	1.3831	4.7026	0	2.7663	0.1383	0	0	0	0	1.9364	0	0.1383	0	0	0	0	0.2766	0	0	0.1383	0	0.4149	0	0	0	1.1065
Access_1_Spoken_0010.txt	A	911	3.7190	0.350000	0	0	0	6.0373	0.4391	0.4391	18.5510	8.3425	0.1098	1.2075	0	2.3052	0.5488	0	0	0	0.3293	0.7684	0.5488	7.2448	0.1098	0.2195	0.4391	9.4402	0.4391	0.1098	0	0.8782	0	5.4885	0	0	32.6015	0	0.5488	0	0	0.5488	6.0373	0.8782	0.1098	0.7684	0.5488	1.0977	0.8782	0	0	0.6586	0	2.0856	0.1098	1.6465	0	0	0	0.1098	0.5488	0	0	1.4270	0	3.0735	2.7442	0	0	0.1098	11.3063	0	0.9879	0	1.5368	6.6959	0	7.1350	0.1098	0	0	0	0	0.7684	0	0.1098	0	0	0.1098	0	0	0	0.3293	0	0	0.2195	0	0	0	0
Access_1_Spoken_0011.txt	A	702	3.8205	0.377500	0	0	0	6.1254	0	0	12.6781	10.2564	0	0.7123	0	1.8519	1.7094	0	0.1425	0	0.1425	0.2849	0.4274	8.6895	0	0	3.4188	4.1311	0.2849	0.1425	0	0.1425	0	3.1339	0	0	35.3276	0	0	0	0	1.1396	8.4046	1.2821	1.1396	2.4217	1.4245	0.5698	0	0	0	0.5698	0.1425	1.8519	0.4274	2.9915	0.5698	0	0	0	0.2849	0	0	0.4274	0	1.4245	6.1254	0	0.1425	0	8.5470	0.1425	0.2849	0	0.5698	2.2792	0	4.4160	0	0	0	0	0	0.5698	0.7123	0.1425	0	0	0	0	0.4274	0	0	0	0	0.1425	0	0	0	0
Access_1_Spoken_0012.txt	A	692	3.6777	0.347500	0	0	0.1445	8.9595	0	0	12.4277	8.5260	0.2890	1.7341	0.2890	2.6012	0.2890	0	0	0.1445	0.1445	1.3006	0.1445	8.8150	0	0.2890	0.4335	6.9364	0.2890	0.5780	0	1.5896	0	3.9017	0	0	28.7572	0	0	0	0	0.7225	6.9364	0.5780	0.2890	0.8671	0.4335	0.2890	0	0	0	0.1445	0	2.3121	0.7225	1.3006	0.1445	0.2890	0	0	0.2890	0.1445	0	2.6012	0	0.7225	3.6127	0	0	0	16.0405	0	0.4335	0	3.0347	1.4451	0	4.6243	0	0	0	0	0	2.3121	0.2890	0.5780	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1445
