Filename	AMP	ANDC	AWL	CAUS	CONC	COND	CONJ	DEMO	DEMP	DPAR	DWNT	EMPH	EX	FPP1	GER	HDG	INPR	JJ	NEMD	NN	NOMZ	OSUB	PHC	PIN	PIT	PLACE	POMD	PRED	PRMD	RB	SPP2	SYNE	THAC	THVC	TIME	TO	TOBJ	TPP3	TSUB	TTR	VBD	VPRT	XX0	[BEMA]	[BYPA]	[CONT]	[PASS]	[PASTP]	[PEAS]	[PIRE]	[PRESP]	[PRIV]	[PROD]	[PUBV]	[SERE]	[SMP]	[SPAU]	[SPIN]	[STPR]	[SUAV]	[THATD]	[WHCL]	[WHOBJ]	[WHQU]	[WHSUB]	[WZPAST]	[WZPRES]	Underused	Overused
Quatr_us_10393422_fever.txt	-0.3754	0.8585	0.8362	-0.6471	-0.6250	-1.1364	-0.7500	-1.9467	-0.2400	0.2278	-1.2500	-0.2686	-0.2644	-0.9761	-0.0271	-0.4615	-0.7000	1.2651	-1.0000	3.6473	-0.4241	-0.9091	0.6563	-0.2776	-0.4793	0.1024	0.3134	-1.8077	-1.3333	-1.6701	0.6570	0.0150	-0.5000	0.6455	1.4700	-0.8134	0.8400	-0.7159	8.1212	0.1250	0.5525	-0.9081	-0.2628	-0.4381	2.0369	-0.3550	-0.1483	-0.2500	-0.3275	-0.6364	-0.5882	-0.9018	-0.8571	-0.7874	-0.2500	0.9240	-0.1312	0.0000	-0.1022	-0.9355	-0.3356	-0.6000	-0.8235	8.2867	-0.1880	-0.8065	1.9844		NN TSUB [BYPA] [WHQU]
Science_for_students_10065613_so-many-earths.txt	-1.0385	-0.9375	0.6684	-0.6471	0.8975	-0.5827	0.7725	0.2529	-0.1971	-0.5217	-1.2500	-0.3400	-1.2222	-0.8555	-0.5600	-0.4615	-0.7000	1.1121	-0.4200	2.7648	-0.1978	0.1982	0.5452	0.1093	0.2648	1.2376	2.1709	0.0662	0.6967	-2.1355	-0.7174	0.4600	-0.5000	0.1221	-0.7897	0.6018	1.4873	-1.2206	16.2475	-0.0673	-1.1187	-0.6673	-0.7944	-1.5686	-0.6154	-0.3984	-0.7164	2.7950	-0.4827	1.5782	0.1282	-0.5596	-0.8571	-0.9748	11.9300	0.4180	-2.2000	0.4872	-0.2896	-0.5426	-0.4590	1.8360	-0.8235	-0.3333	-0.4410	0.3723	1.1411	RB [SPAU]	NN POMD TSUB [PASTP] [SERE]
Science_for_students_10065415_picture-super-henge-buried-near-stonehenge.txt	-1.0385	-0.3819	1.6567	0.1371	-0.6250	-0.5305	-0.7500	-1.4048	0.1527	0.6378	0.4169	-0.8650	-1.2222	-1.0421	-1.8421	-0.4615	-0.7000	1.0975	-1.0000	3.2818	0.5625	0.3027	2.1974	-0.3609	1.1785	4.5785	-0.5143	-0.2692	-1.0160	-2.0606	-0.7174	-1.0625	-0.5000	0.2414	1.1809	-0.7559	-0.7273	-0.7956	6.1662	0.4135	-0.4419	-0.7104	-1.3934	-1.7158	0.4100	-0.5824	0.1617	6.4175	-0.8846	-0.6364	0.1959	-0.5769	-0.8571	-0.1913	6.4175	-0.8000	-1.1332	0.0000	-0.7407	-0.5055	-0.7561	-0.6000	-0.8235	-0.3333	-0.3835	0.9139	-0.1483	RB	NN PHC PLACE TSUB [PASTP] [SERE]
WhyFiles_10063103_282dead_zone.txt	-1.0385	1.2004	1.3526	2.0359	0.8000	-0.0995	0.6756	-0.1852	-0.4831	-0.5217	0.1756	-0.4140	-1.2222	-1.0421	-0.0416	-0.4615	-0.7000	2.1086	-1.0000	4.4105	0.2017	2.2009	1.6970	0.4530	-0.6477	-0.2409	-0.0283	0.8238	-0.7902	-2.5611	-0.7174	-0.3500	-0.5000	-1.1379	-1.1600	-1.0318	0.3091	-1.1768	3.7763	0.9904	-1.1315	-0.6696	-1.2066	-1.4186	0.2615	-0.7258	-1.1089	2.6000	0.1004	-0.6364	3.4365	-1.2922	-0.8571	-0.7924	2.6000	0.3400	0.0804	0.0000	-0.7407	-0.5677	-0.4780	-0.6000	-0.8235	-0.3333	-1.0500	-0.0706	-0.2556	RB	CAUS JJ NN OSUB TSUB [PASTP] [PRESP] [SERE]
Teen_Kids_News_10405569_how-turtles-can-conquer-the-ocean-by-swimming-thousands-of-miles-in-a-perfectly-straight-line.txt	0.1673	-0.6110	1.2030	-0.6471	1.3337	-1.1364	1.2094	-1.2376	-0.3052	-0.5217	-1.2500	0.7390	-0.3517	-0.8019	2.2826	-0.4615	0.0835	-0.0606	-1.0000	2.7668	0.2508	-0.9091	2.8044	0.7714	-1.4507	1.8541	1.4777	1.2065	-0.5869	-2.3024	-0.7174	-1.0625	-0.5000	-0.5976	0.3057	-0.4216	-0.7273	-0.0053	3.4188	0.7019	-0.5972	-0.9401	-0.8795	-1.4940	-0.6154	-0.5573	-0.2671	3.6675	0.4562	0.7882	2.1776	-0.5251	-0.8571	-0.8454	3.6675	-0.8000	-0.9460	0.0000	-0.7407	-0.4300	0.3907	0.9670	-0.8235	-0.3333	-1.0500	0.7103	3.4650	RB	GER NN PHC TSUB [PASTP] [PRESP] [SERE] [WZPRES]
WhyFiles_10062595.txt	0.1523	0.1375	1.8795	0.5671	3.2450	-0.6673	1.1850	1.0829	-0.3133	-0.5217	2.6200	0.2200	-1.2222	-0.8049	0.8737	-0.4615	-0.7000	0.8334	-0.5086	4.2931	0.1231	-0.9091	1.4163	-0.2874	-0.5786	-0.0012	1.2914	2.5585	-0.3505	-2.0268	-0.7174	-1.0625	1.2200	-0.7821	-0.6011	-1.1864	-0.7273	-1.1454	4.6600	0.1250	-0.8778	-0.7308	-1.2243	-1.1322	0.1785	-0.6703	-0.3600	4.9100	-1.4554	-0.6364	1.8400	-0.6392	-0.8571	-0.4704	7.4900	-0.8000	-0.5488	0.0000	-0.7407	-0.6026	-0.5044	0.4320	-0.8235	-0.3333	-1.0500	0.1923	1.9778	RB	CONC DWNT NN PRED TSUB [PASTP] [SERE]
Dogo_News_file10059848_finnish-scientists-develop-edible-insect-vaccine-to-save-bees.txt	-0.4050	1.1219	1.0482	0.3218	-0.6250	0.3614	3.3688	-1.1805	-0.2719	0.1943	-0.2206	-0.7155	-1.2222	0.0309	-0.1079	-0.4615	-0.7000	0.3641	-1.0000	2.6117	-0.0091	0.5882	0.5711	-0.3939	-0.0585	-0.9118	0.2257	1.3604	-0.5488	-2.0424	-0.5980	-1.0625	2.2450	0.5662	-1.0151	2.6346	0.7700	-0.5967	1.5588	1.4712	-0.3436	-0.2961	-0.0431	-1.4182	0.6515	-0.4601	-0.2065	7.9875	-0.0698	-0.6364	0.3806	-0.3051	-0.3866	0.4046	7.9875	0.8470	-0.2232	0.0000	-0.1307	-0.4042	0.0476	1.0470	-0.8235	-0.3333	0.5975	-0.8065	0.0261	RB	CONJ NN THAC TO [PASTP] [SERE]
History_Kids_BBC_10403933_memory7s.txt	-0.2388	0.3619	-0.9979	3.0218	-0.6250	-0.1914	-0.7500	-2.1095	-0.9583	-0.5217	0.0494	-1.0050	1.6656	0.1129	-0.2008	-0.4615	-0.1800	-1.5699	-1.0000	1.9960	-0.8766	-0.9091	1.0507	-0.5034	0.0134	0.3112	1.0160	-0.6081	-0.3433	-1.6601	0.1865	0.2369	1.2333	-0.4210	-0.8917	-0.0620	-0.7273	1.9975	-0.5000	-0.0192	2.9552	-2.1441	-0.0302	-1.3376	0.1846	-0.3905	0.4355	-0.2500	-0.6542	-0.6364	-0.5882	-0.2314	-0.8571	0.6917	2.3500	-0.8000	-1.3684	0.4160	-0.3556	0.4058	1.7793	3.5580	-0.8235	6.5967	-0.5300	-0.8065	-0.3111	DEMO VPRT	CAUS VBD [SERE] [WHCL] [WHQU]
Quatr_us_10392794_circle.txt	-1.0385	-0.3283	-0.5227	1.0729	-0.6250	0.1927	0.1638	-0.9648	-0.0446	-0.5217	-1.2500	1.2848	-1.2222	-0.8741	-1.4574	-0.4615	-0.7000	-0.4291	-1.0000	3.2253	-0.4682	-0.9091	-0.1763	-0.6091	1.2262	-0.0518	0.0137	0.4415	-0.9852	-1.8998	0.3420	-0.1488	1.9367	-0.6338	-1.0680	-0.0500	-0.7273	-1.1340	6.8100	-1.6538	-0.9824	0.0790	-0.9141	1.3301	-0.6154	-0.1756	-1.0115	-0.2500	-1.6538	-0.6364	-0.5882	-1.0279	-0.8571	-0.3430	-0.2500	-0.8000	-2.2000	0.0000	-0.7407	-0.9355	-0.7561	0.8620	-0.8235	-0.3333	-0.3190	-0.8065	0.7356	[SPAU]	NN TSUB
TeenVogue_10406279_ilhan-omar-first-muslim-woman-first-somali-american-congress-minnesota.txt	-1.0385	0.3938	1.1621	0.2924	-0.6250	-1.1364	-0.7500	-1.5964	-0.2927	-0.5217	-1.2500	0.7821	-1.2222	0.1207	-1.4218	-0.4615	-0.7000	0.4250	-1.0000	2.9619	0.6149	-0.9091	2.8822	0.1149	-0.5507	-0.9118	-0.2880	0.0354	-0.9531	-2.2751	-0.1386	-1.0625	-0.5000	-0.5872	0.3400	0.7623	-0.7273	0.1620	5.4900	0.8462	0.1522	-1.1010	-1.1316	-1.6337	0.6131	-0.7258	-1.2126	-0.2500	-0.7323	-0.6364	2.2306	-1.2700	-0.4009	0.3491	7.7375	-0.8000	-0.2832	0.0000	-0.7407	1.1258	-0.3666	-0.6000	-0.8235	-0.3333	1.3460	-0.2913	1.7733	RB	NN PHC TSUB [PRESP] [SERE]
Factmonster_10052970_june-17.txt	-1.0385	1.3688	1.0793	0.4382	6.2937	-1.1364	0.4031	-1.4786	-0.5740	-0.5217	-1.2500	-1.5000	-1.2222	-1.0421	-0.8711	-0.4615	-0.7000	-0.6771	-0.1214	4.0512	0.2837	0.7682	-0.5759	1.6786	-0.4113	-0.9118	-0.6029	-1.8077	-1.3333	-2.4693	-0.7174	-1.0625	5.6500	-1.1379	0.0957	1.2929	-0.7273	0.8031	1.8062	0.9423	0.7444	-2.2115	-0.7885	-2.5905	0.8038	-0.7258	-0.3364	4.3625	0.1202	2.7182	-0.5882	-1.1986	-0.8571	-1.0843	-0.2500	-0.8000	0.7520	0.0000	-0.7407	2.0403	-0.7561	-0.6000	-0.8235	-0.3333	-1.0500	-0.8065	-0.8889	RB VPRT [BEMA]	CONC NN THAC [PASTP] [PIRE] [SUAV]
Factmonster_10053269_may-01.txt	-1.0385	2.0246	0.9893	-0.6471	1.3500	-1.1364	0.2375	-1.9810	-0.6292	-0.5217	-1.2500	-1.1238	-0.3444	-1.0421	-1.0105	-0.4615	-0.7000	-0.7078	-1.0000	3.1837	0.7025	0.5273	2.8363	1.6204	-1.0056	-0.9118	-1.6571	-1.8077	-1.3333	-2.6502	-0.7174	-1.0625	-0.5000	-1.1379	0.7711	-1.8145	-0.7273	1.7604	-0.5000	0.7019	1.3312	-2.2192	-0.6166	-2.6463	-0.6154	-0.7258	0.2209	3.7000	-1.3500	-0.6364	2.1994	-1.2751	-0.8571	-1.1333	-0.2500	-0.8000	-1.5680	0.0000	-0.7407	0.0839	-0.7561	-0.6000	-0.8235	-0.3333	-1.0500	-0.8065	-0.8889	RB VPRT [BEMA]	ANDC NN PHC [PASTP] [PRESP]
Factmonster_10053194_august-01.txt	-0.4827	4.4817	0.9249	-0.6471	4.7938	-1.1364	-0.7500	-2.3571	-0.9583	-0.5217	-1.2500	-1.5000	-1.2222	-1.0421	-0.3211	-0.4615	-0.7000	0.6146	-1.0000	3.7383	0.0230	0.4045	4.0930	0.4855	-0.8401	0.3632	-1.6571	-0.1404	-0.9893	-2.4136	-0.7174	-1.0625	-0.5000	-1.1379	0.5786	-0.5963	-0.7273	0.5337	3.1125	1.5192	0.2496	-1.9283	-1.3934	-2.2184	6.0546	-0.7258	0.0782	6.9750	-0.8202	0.6773	-0.5882	-0.4802	-0.8571	-1.4259	-0.2500	-0.8000	0.1120	0.0000	-0.7407	-0.9355	-0.7561	-0.6000	-0.8235	-0.3333	-0.3275	0.1258	-0.8889	DEMO RB [BEMA]	ANDC CONC NN PHC TSUB [BYPA] [PASTP]
Encyclopedia_Kinds_au_10089334_Emotion.txt	-0.5342	0.9738	3.0881	0.1241	-0.6250	-0.5405	3.3456	-0.1729	-0.9583	-0.5217	-0.4306	-0.2519	0.2339	-0.9919	0.5721	-0.4615	-0.7000	2.5575	-1.0000	1.7774	3.6239	0.2827	2.6241	0.2419	-1.0815	-0.9118	-1.6571	1.2169	-1.3333	-2.2380	-0.7174	-1.0625	-0.5000	1.5738	-0.7369	-0.0863	1.6555	-0.3969	6.0525	0.9423	-1.0604	-0.2020	-1.1785	-1.4614	-0.6154	-0.6553	0.1341	3.0275	0.1104	1.7464	0.9535	-0.5965	-0.8571	-0.4552	6.3025	-0.8000	-1.1516	0.0000	-0.7407	2.8697	-0.7561	-0.6000	-0.8235	-0.3333	-1.0500	-0.3835	2.0233	RB	AWL CONJ JJ NOMZ PHC TSUB [PASTP] [SERE] [SUAV] [WZPRES]
Teen_Kids_News_10403703_how-to-build-credibility-as-a-young-entrepreneur.txt	-0.1150	1.0633	-0.1185	0.7653	-0.6250	1.0464	0.0000	-0.9281	0.2921	-0.5217	-1.2500	1.0724	-1.2222	-0.3982	-0.8945	-0.4615	-0.7000	-0.0360	-1.0000	-0.9899	0.4522	0.1818	1.8530	-1.5146	1.4237	1.2068	1.7729	3.7331	1.8107	-1.2035	4.9370	0.4381	1.5000	0.1038	-1.1429	2.6986	1.4555	-0.6886	-0.5000	-0.0192	-1.0032	0.4297	0.1810	-0.0725	0.3077	0.4360	-0.1814	-0.2500	-0.9613	-0.6364	0.8241	0.9241	0.5149	-0.0920	2.7500	-0.8000	-0.2792	0.0000	-0.7407	0.2261	1.2934	1.8010	-0.8235	3.6683	-1.0500	-0.4194	-0.2222		PRED SPP2 TO [SERE] [WHQU]
TeenVogue_10405985_perfumes-and-memories-linked-dolce-and-gabbana.txt	-0.5065	1.0796	-0.2472	-0.6471	-0.6250	-0.5077	1.8431	-1.0398	-0.0940	0.0796	-0.3856	1.1345	-1.2222	2.1905	-1.1142	0.6023	-0.0085	-0.1388	-1.0000	1.6512	-0.6135	0.3482	1.3022	-0.1574	1.0818	-0.0982	-0.0763	0.3204	-0.3455	-0.5052	-0.3164	-1.0625	-0.5000	0.2928	0.4903	-0.9318	0.5300	-1.1445	1.2288	2.1923	0.0913	-0.5314	-0.4864	-1.6686	-0.6154	0.3153	0.4315	-0.2500	-1.6538	-0.6364	1.8524	0.5301	-0.4620	-0.6576	3.2075	-0.8000	-0.5404	1.1064	-0.7407	-0.4894	-0.0815	0.7830	-0.8235	-0.3333	-1.0500	-0.8065	1.4161		FPP1 TTR [SERE]
Quatr_us_10392348_cathedral.txt	-0.3942	0.1094	0.3455	0.3382	1.4688	-1.1364	0.2969	-0.3631	0.4375	0.2065	-0.2031	0.8929	-1.2222	-1.0421	-1.4013	-0.4615	-0.7000	0.6025	-0.2024	4.4342	-1.2656	-0.9091	0.6019	0.3318	-0.7430	2.5368	-0.7000	0.7692	-1.3333	-2.0141	-0.7174	-1.0625	2.2917	-1.1379	-0.5286	-1.1652	-0.7273	0.1600	-0.5000	0.5096	0.7747	-1.9235	-1.1189	-0.8631	-0.6154	-0.5457	-0.6932	3.9375	-1.3317	-0.6364	0.3971	-1.2476	-0.8571	-1.4259	-0.2500	-0.8000	-1.5300	0.0000	-0.7407	1.7661	-0.3476	-0.6000	-0.8235	-0.3333	-0.2125	-0.8065	0.9722	RB	NN PLACE THAC [PASTP]
Science_Tech_Kinds_NZ_10386104_brain.txt	-1.0385	-0.9375	0.0487	-0.6471	1.1162	2.0291	0.1206	-1.0307	0.2023	0.0839	-0.3794	0.4898	-0.4483	0.0785	-1.8421	-0.4615	-0.7000	0.1791	-0.3367	1.8544	0.3590	-0.9091	5.4467	-0.6217	-0.6661	1.1365	0.7306	0.8708	-1.3333	-1.8281	0.9983	-1.0625	1.8217	-0.1772	-0.2920	0.5725	3.0709	-0.0290	-0.5000	0.7019	-0.7693	-0.4381	-0.7085	-1.8061	0.4562	-0.6509	-0.3994	3.2325	-0.8504	0.6300	0.2312	0.6798	-0.4591	-0.3943	-0.2500	-0.8000	-0.5288	0.5572	-0.2248	0.4123	-0.7561	2.1860	-0.8235	-0.3333	-1.0500	-0.8065	-0.1150		COND PHC TOBJ [PASTP] [WHCL]
Science_Tech_Kinds_NZ_10384501_easterisland.txt	-1.0385	-0.2240	0.2269	0.3600	1.5150	-1.1364	0.3200	-1.5417	-0.2448	-0.5217	0.8906	2.5769	-0.2711	-0.9109	-1.3916	-0.4615	-0.7000	1.3253	-1.0000	3.9724	-0.0739	0.6473	3.8144	-0.3055	-0.4861	2.1100	-1.6571	0.1681	-1.3333	-3.0463	-0.7174	-1.0625	-0.5000	-1.1379	-0.9966	-0.8261	0.8291	-1.0245	-0.5000	0.4615	-0.1925	-0.9673	-1.3934	-1.1765	-0.6154	-0.7258	0.6211	-0.2500	-0.3367	0.9200	-0.5882	-0.9075	-0.8571	-1.4259	4.0300	-0.8000	-1.5152	0.0000	-0.7407	-0.9355	-0.7561	1.1120	-0.8235	-0.3333	-1.0500	0.2984	1.0139	RB	EMPH NN PHC PLACE [SERE]
Encyclopedia_Kinds_au_10087070_Divorce.txt	-1.0385	-0.4463	1.4151	0.0465	-0.6250	0.4718	0.7238	-0.3917	0.2700	-0.0091	0.9612	-0.6576	1.3983	-1.0421	-1.5318	0.4454	-0.7000	0.9739	-0.4386	2.8466	1.2386	2.3073	2.2348	0.6173	-0.9524	-0.5650	0.7014	-0.4469	-0.2102	-2.1862	-0.6320	-0.3256	-0.5000	0.8952	-1.1489	-0.1337	2.4891	-0.9096	0.9737	0.1250	-0.8924	-0.9245	-0.6202	-1.3653	3.0131	-0.7258	-0.0252	-0.2500	-0.9735	0.4355	-0.5882	-0.2567	-0.8571	-0.3341	-0.2500	-0.8000	-0.3132	0.0000	-0.3041	-0.1748	-0.4685	-0.6000	-0.8235	-0.3333	-1.0500	0.3348	0.4211	RB	NN OSUB PHC TOBJ [BYPA]
Quatr_us_10390824_francis-assisi-medieval-europehtm.txt	0.6265	0.5656	-0.0090	0.2018	1.1788	-1.1364	0.1519	-0.6393	-0.0565	0.1057	-0.3481	0.2179	-0.4206	-0.9869	-1.4624	-0.4615	-0.7000	0.5323	-1.0000	3.6445	-0.9811	-0.9091	1.4130	0.1377	-1.2475	-0.4874	-1.2449	-0.6977	-0.3026	-2.0875	-0.7174	-1.0625	-0.5000	-0.6403	0.5757	-0.0839	-0.7273	0.9799	-0.5000	-0.1154	1.8137	-2.0129	0.0259	-1.1562	-0.6154	-0.2603	-0.3614	3.3575	-1.3763	-0.6364	-0.5882	-1.3145	-0.4449	0.4446	3.3575	-0.8000	-0.4684	0.0000	-0.2063	0.4610	-0.0522	-0.6000	0.0253	-0.3333	1.1145	0.1245	0.7144	RB VPRT	NN [PASTP] [SERE]
TeenVogue_10406185_amy-klobuchar-2020-campaign-announcement-trump-hair-snow.txt	-1.0385	1.8438	0.9314	0.7806	-0.6250	-0.5845	-0.7500	-1.2014	-0.4527	-0.5217	-1.2500	-0.6331	-0.5478	0.0273	-0.2453	-0.4615	-0.7000	0.2571	-1.0000	2.3954	0.6407	1.2973	0.5385	0.0453	-1.1089	0.1591	0.7700	-0.4073	-1.0443	-2.2793	-0.4536	-1.0625	-0.5000	0.9545	-1.1389	0.5900	-0.7273	0.9904	4.0512	1.0385	-0.0815	-0.5316	-0.3987	-1.0627	-0.6154	-0.0081	-0.5352	-0.2500	0.2133	-0.6364	2.9812	-1.0306	0.1831	0.8215	2.7850	2.8410	-1.7144	0.9708	-0.2911	-0.9355	0.7239	0.6140	-0.8235	-0.3333	0.1635	0.7594	-0.2144	RB	NN TSUB [PRESP] [SERE] [SMP]
TeenVogue_10405992_texas-tech-students-kicked-out-of-fraternity-offensive-group-chat.txt	-0.4081	0.4285	1.9057	-0.6471	-0.6250	-1.1364	-0.7500	0.3750	-0.9583	-0.5217	-1.2500	-1.1098	-1.2222	-0.4141	-0.1166	-0.4615	0.1195	-0.6128	-0.2195	2.2976	3.3994	5.0518	2.9907	-0.2843	-0.5272	0.0526	-0.2520	0.0838	-0.1624	-2.7027	-0.7174	-0.0381	-0.5000	2.2538	-0.0806	-0.0261	0.7627	-0.7460	5.6475	-0.4038	0.1909	-0.9749	-0.0497	-2.4613	-0.6154	-0.6377	0.7809	-0.2500	1.4987	-0.6364	4.2335	-0.9426	-0.8571	2.5206	3.8475	4.1180	-0.2328	0.0000	-0.7407	0.1223	0.4434	-0.6000	-0.8235	-0.3333	0.5895	1.8377	0.0217	RB [BEMA]	NN NOMZ OSUB PHC THVC TSUB [PRESP] [PUBV] [SERE] [SMP]
Revision_World_GCSE_10525362_literary-terms.txt	-1.0385	-0.0825	1.6330	-0.6471	-0.6250	-1.1364	-0.7500	-2.0314	0.1817	-0.5217	-1.2500	-1.1743	-0.4622	-0.9373	1.3979	-0.4615	-0.7000	2.3014	-1.0000	4.0369	0.4231	-0.9091	1.2741	0.0659	-0.6800	-0.1071	-0.4846	0.8231	-1.0076	-2.4836	-0.6183	-1.0625	-0.5000	-1.1379	-1.0949	-1.6836	0.5164	-0.7817	13.1800	0.5577	-1.1391	-0.5503	-0.7207	-1.5389	-0.6154	-0.7258	-0.4182	-0.2500	-1.6538	8.0691	-0.5882	-0.8100	-0.8571	-0.9193	-0.2500	0.5680	-1.6528	0.0000	-0.7407	-0.4942	-0.7561	-0.6000	-0.0188	-0.3333	-0.3660	0.0761	2.1511	DEMO RB	JJ NN TSUB [PIRE] [WZPRES]
Ducksters_10399481_dolphinphp.txt	0.2042	-0.6008	0.1111	-0.6471	1.3950	-1.1364	1.2694	-0.8186	-0.2852	-0.5217	-0.2400	1.5771	-0.3244	-0.9802	0.2837	0.7815	-0.7000	-0.3071	-1.0000	2.9166	-0.8210	3.4973	3.5274	-1.2339	-1.2231	0.9888	1.5740	-0.5650	-0.5640	-0.8818	-0.6003	-1.0625	-0.5000	-1.1379	-1.0240	0.5127	2.2100	0.6097	1.5200	-0.5000	-1.2659	0.7962	-0.0692	-1.1083	0.6277	-0.4652	0.5036	-0.2500	-1.3431	-0.6364	-0.5882	-0.4881	-0.3954	-1.1267	-0.2500	-0.8000	-0.9076	0.0000	-0.7407	0.1068	-0.7561	-0.6000	-0.8235	-0.3333	0.5655	-0.8065	-0.8889		NN OSUB PHC TOBJ
WhyFiles_10063047_290green_garbage.txt	-1.0385	1.6171	0.9741	1.7571	2.7813	0.7214	0.1012	0.2379	-0.9583	-0.5217	-0.3988	-0.5269	-0.4656	-0.7290	-0.7666	-0.4615	-0.7000	0.7570	-0.3514	3.7318	0.3210	-0.9091	1.7681	0.2088	-0.6831	-0.9118	1.4569	1.8604	-0.0357	-2.5661	-0.6187	-1.0625	1.7700	-1.1379	0.0714	0.5020	0.5109	-1.1472	2.9062	-0.1154	-1.1398	-0.3985	-1.1702	-1.4015	-0.6154	-0.5793	1.0226	-0.2500	-0.8679	-0.6364	2.6176	-1.4688	-0.8571	-0.1644	13.3750	-0.8000	0.5248	0.0000	-0.7407	-0.9355	-0.7561	-0.6000	-0.8235	-0.3333	-1.0500	0.5119	-0.1322	RB	CONC NN TSUB [PRESP] [SERE]
WhyFiles_10062896_077spidersilk.txt	-0.5288	2.0979	1.0050	-0.6471	1.0312	-1.1364	0.9056	-1.0957	-0.6823	0.0543	0.4056	1.0229	-1.2222	-1.0421	-1.1450	1.5762	-0.7000	0.4348	-0.3690	3.7846	-0.4622	0.2955	3.1559	-0.1787	0.7879	-0.5221	0.6134	1.7585	-0.3871	-2.8994	-0.2375	-0.2344	-0.5000	-0.6810	-0.7289	1.5966	0.4773	-0.7991	4.4675	0.9423	-1.0141	-0.4118	-0.9592	-1.8636	0.4038	-0.2985	0.3517	9.6850	0.3838	-0.6364	0.1912	-0.8392	-0.4786	-0.6900	3.0625	-0.8000	-1.1404	0.0000	-0.7407	-0.9355	-0.1100	-0.6000	-0.8235	-0.3333	-1.0500	-0.8065	-0.1528	RB	ANDC NN PHC TSUB [PASTP] [SERE]
Science_Tech_Kinds_NZ_10382710_thescientificmethod.txt	-1.0385	-0.9375	1.6883	-0.6471	-0.6250	-1.1364	-0.7500	-2.3571	-0.4440	-0.5217	0.2931	-1.5000	0.1494	-1.0421	-1.1924	-0.4615	-0.7000	0.9740	1.3514	1.7962	3.5906	1.3355	3.3133	-1.4341	-1.1030	-0.9118	0.4591	-1.8077	2.1940	-2.4647	5.1870	-1.0625	-0.5000	-1.1379	-0.7803	1.3075	1.5173	-1.3289	24.1912	-0.3077	-1.0754	-0.9696	-0.9887	-1.6794	-0.6154	-0.4603	-1.0805	-0.2500	-0.7042	-0.6364	0.8641	0.4060	-0.8571	-1.4259	-0.2500	-0.8000	-1.2124	0.0000	-0.7407	0.6574	0.4483	1.8690	-0.8235	-0.3333	-1.0500	-0.8065	-0.8889	DEMO RB	NOMZ PHC PRMD SPP2 TSUB
History_Kids_BBC_10401182_militarys.txt	-1.0385	1.3888	1.2779	-0.6471	2.4762	-0.0086	0.8006	-0.2893	-0.4415	-0.5217	-1.2500	-0.3183	-1.2222	-1.0421	-1.5155	-0.4615	-0.7000	0.7310	-0.4090	3.7471	0.7720	1.3464	3.3359	0.6808	-1.2759	-0.5468	4.3691	0.5781	-0.4471	-2.2469	0.7211	-1.0625	-0.5000	-1.1379	-0.4223	-0.0021	0.4009	-1.1635	1.0513	-1.1731	-0.7477	-1.1078	-1.1900	-0.6281	0.3392	-0.6591	2.3052	2.8525	-0.6994	2.7473	0.1418	-0.1799	-0.8571	-1.1961	-0.2500	0.4410	0.7776	0.0000	-0.7407	-0.1352	-0.7561	-0.6000	-0.8235	-0.3333	0.1905	-0.4061	-0.1994	RB	CONC NN PHC POMD [PASS] [PASTP] [PIRE]
Teen_Kids_News_10057015_how-a-16-year-old-girl-started-a-multimillion-dollar-social-network.txt	-1.0385	0.8873	0.4288	0.2118	-0.6250	0.1909	0.1625	-2.0095	-0.6542	0.7478	1.4875	0.5855	1.2111	-0.0354	0.0787	-0.4615	-0.7000	-0.4332	-1.0000	3.1722	0.3415	0.4182	5.2289	-0.3272	0.1942	0.8056	-0.8229	1.5612	-0.2905	-2.3172	-0.7174	-0.1500	-0.5000	-0.6345	-0.2343	0.9889	1.9273	-0.0961	1.3250	1.4231	0.4577	-1.2013	-0.9148	-0.8276	-0.6154	-0.2549	-0.7909	3.4000	-1.0923	-0.6364	1.1294	-0.7482	-0.8571	0.1961	3.4000	-0.8000	-0.4480	0.0000	0.3407	0.4774	-0.7561	-0.6000	-0.8235	-0.3333	-1.0500	-0.3355	-0.0778	DEMO RB	NN PHC [PASTP] [SERE]
Science_for_students_10065953_pluto-plutoid-whats-name.txt	-1.0385	-0.0227	0.4651	0.6441	-0.6250	-1.1364	0.6219	0.7790	-0.0435	-0.0443	-1.2500	-0.4545	-1.2222	-0.8319	-1.8421	-0.4615	-0.7000	1.2088	0.0452	2.6075	0.1426	2.0845	1.9933	-0.8067	3.3421	1.9938	-1.6571	-0.5412	-0.0267	-1.8562	-0.6378	-0.3763	-0.5000	-0.0024	0.0823	0.2795	0.2709	-0.4507	0.8725	-0.5481	-0.8136	0.0069	-0.3138	-1.1302	-0.6154	0.0414	-0.4567	2.4950	-0.5985	-0.6364	0.7029	-0.8863	-0.8571	1.2167	5.2375	-0.8000	-1.7608	0.0000	-0.7407	-0.5813	-0.4883	0.4980	-0.8235	-0.3333	-1.0500	0.6100	-0.2789		NN OSUB PIT [PASTP] [SERE]
