"Lemma" "Corpus" "Semantic domain"
"580" "come" "Spoken BNC 2014" "unclear_other"
"581" "come" "Textbook Conversation" "unclear_other"
"582" "come" "Textbook Conversation" "unclear_other"
"583" "come" "Textbook Conversation" "unclear_other"
"584" "come" "Youth Fiction Sampled" "unclear_other"
"585" "come" "Textbook Fiction" "unclear_other"
"586" "come" "Spoken BNC 2014" "unclear_other"
"587" "come" "Spoken BNC 2014" "unclear_other"
"588" "come" "Textbook Conversation" "unclear_other"
"589" "come" "Spoken BNC 2014" "unclear_other"
"590" "come" "Textbook Conversation" "unclear_other"
"591" "come" "Spoken BNC 2014" "unclear_other"
"592" "come" "Textbook Conversation" "unclear_other"
"593" "come" "Spoken BNC 2014" "unclear_other"
"594" "come" "Spoken BNC 2014" "unclear_other"
"595" "come" "Youth Fiction Sampled" "unclear_other"
"596" "come" "Youth Fiction Sampled" "unclear_other"
"597" "come" "Spoken BNC 2014" "unclear_other"
"598" "come" "Spoken BNC 2014" "unclear_other"
"599" "come" "Textbook Fiction" "unclear_other"
"600" "come" "Youth Fiction Sampled" "unclear_other"
"601" "come" "Textbook Conversation" "unclear_other"
"602" "come" "Spoken BNC 2014" "unclear_other"
"603" "come" "Spoken BNC 2014" "unclear_other"
"604" "come" "Spoken BNC 2014" "unclear_other"
"605" "come" "Textbook Conversation" "unclear_other"
"606" "come" "Textbook Conversation" "unclear_other"
"607" "come" "Textbook Conversation" "unclear_other"
"608" "come" "Spoken BNC 2014" "unclear_other"
"609" "come" "Textbook Conversation" "unclear_other"
"610" "come" "Textbook Conversation" "unclear_other"
"611" "come" "Spoken BNC 2014" "unclear_other"
"612" "come" "Textbook Conversation" "unclear_other"
"613" "come" "Spoken BNC 2014" "unclear_other"
"614" "come" "Textbook Fiction" "unclear_other"
"615" "come" "Spoken BNC 2014" "unclear_other"
"616" "come" "Youth Fiction Sampled" "unclear_other"
"617" "come" "Textbook Conversation" "unclear_other"
"618" "come" "Spoken BNC 2014" "unclear_other"
"619" "come" "Textbook Conversation" "unclear_other"
"620" "come" "Spoken BNC 2014" "unclear_other"
"621" "come" "Textbook Conversation" "unclear_other"
"622" "come" "Spoken BNC 2014" "unclear_other"
"623" "come" "Youth Fiction Sampled" "unclear_other"
"624" "come" "Spoken BNC 2014" "unclear_other"
"625" "come" "Spoken BNC 2014" "unclear_other"
"626" "come" "Textbook Conversation" "unclear_other"
"627" "come" "Textbook Conversation" "unclear_other"
"628" "come" "Textbook Fiction" "unclear_other"
"629" "come" "Youth Fiction Sampled" "unclear_other"
"630" "come" "Youth Fiction Sampled" "unclear_other"
"631" "come" "Youth Fiction Sampled" "unclear_other"
"632" "come" "Textbook Fiction" "unclear_other"
"633" "come" "Textbook Conversation" "unclear_other"
"634" "come" "Youth Fiction Sampled" "unclear_other"
"635" "come" "Textbook Conversation" "unclear_other"
"636" "come" "Textbook Conversation" "unclear_other"
"637" "come" "Textbook Conversation" "unclear_other"
"638" "come" "Spoken BNC 2014" "unclear_other"
"639" "come" "Textbook Conversation" "unclear_other"
"640" "come" "Textbook Fiction" "unclear_other"
"641" "come" "Youth Fiction Sampled" "unclear_other"
"642" "come" "Youth Fiction Sampled" "unclear_other"
"643" "come" "Textbook Conversation" "unclear_other"
"644" "come" "Textbook Conversation" "unclear_other"
"645" "come" "Textbook Fiction" "unclear_other"
"646" "come" "Spoken BNC 2014" "unclear_other"
"647" "come" "Textbook Fiction" "unclear_other"
"648" "come" "Youth Fiction Sampled" "unclear_other"
"649" "come" "Spoken BNC 2014" "unclear_other"
"650" "come" "Spoken BNC 2014" "unclear_other"
"651" "come" "Textbook Fiction" "unclear_other"
"652" "come" "Spoken BNC 2014" "unclear_other"
"653" "come" "Textbook Fiction" "unclear_other"
"654" "come" "Youth Fiction Sampled" "unclear_other"
"655" "come" "Textbook Conversation" "unclear_other"
"656" "come" "Textbook Conversation" "unclear_other"
"657" "come" "Textbook Conversation" "unclear_other"
"658" "come" "Textbook Fiction" "unclear_other"
"659" "come" "Textbook Conversation" "unclear_other"
"660" "come" "Textbook Conversation" "unclear_other"
"661" "come" "Youth Fiction Sampled" "unclear_other"
"662" "come" "Spoken BNC 2014" "unclear_other"
"663" "come" "Spoken BNC 2014" "unclear_other"
"664" "come" "Textbook Fiction" "unclear_other"
"665" "come" "Youth Fiction Sampled" "unclear_other"
"666" "come" "Spoken BNC 2014" "unclear_other"
"667" "come" "Textbook Conversation" "unclear_other"
"668" "come" "Spoken BNC 2014" "unclear_other"
"669" "come" "Textbook Fiction" "unclear_other"
"670" "come" "Youth Fiction Sampled" "unclear_other"
"671" "come" "Spoken BNC 2014" "unclear_other"
"672" "come" "Textbook Fiction" "unclear_other"
"673" "come" "Spoken BNC 2014" "unclear_other"
"674" "come" "Textbook Conversation" "unclear_other"
"675" "come" "Spoken BNC 2014" "unclear_other"
"676" "come" "Spoken BNC 2014" "unclear_other"
"677" "come" "Textbook Fiction" "unclear_other"
"678" "come" "Spoken BNC 2014" "unclear_other"
"679" "come" "Spoken BNC 2014" "unclear_other"
"680" "come" "Youth Fiction Sampled" "unclear_other"
"681" "come" "Textbook Conversation" "unclear_other"
"682" "come" "Youth Fiction Sampled" "unclear_other"
"683" "come" "Youth Fiction Sampled" "unclear_other"
"684" "come" "Youth Fiction Sampled" "unclear_other"
"685" "come" "Spoken BNC 2014" "unclear_other"
"686" "come" "Spoken BNC 2014" "unclear_other"
"687" "come" "Spoken BNC 2014" "unclear_other"
"688" "come" "Youth Fiction Sampled" "unclear_other"
"689" "come" "Textbook Fiction" "unclear_other"
"690" "come" "Youth Fiction Sampled" "unclear_other"
"691" "come" "Textbook Conversation" "unclear_other"
"692" "come" "Textbook Conversation" "unclear_other"
"693" "come" "Textbook Conversation" "unclear_other"
"694" "come" "Textbook Conversation" "unclear_other"
"695" "come" "Youth Fiction Sampled" "unclear_other"
"696" "come" "Textbook Fiction" "unclear_other"
"697" "come" "Spoken BNC 2014" "unclear_other"
"698" "come" "Textbook Conversation" "unclear_other"
"699" "come" "Spoken BNC 2014" "unclear_other"
"700" "come" "Textbook Conversation" "unclear_other"
"701" "come" "Textbook Conversation" "unclear_other"
"702" "come" "Textbook Conversation" "unclear_other"
"703" "come" "Spoken BNC 2014" "unclear_other"
"704" "come" "Spoken BNC 2014" "unclear_other"
"705" "come" "Youth Fiction Sampled" "unclear_other"
"706" "come" "Textbook Conversation" "unclear_other"
"707" "come" "Spoken BNC 2014" "unclear_other"
"708" "come" "Spoken BNC 2014" "unclear_other"
"709" "come" "Youth Fiction Sampled" "unclear_other"
"710" "come" "Spoken BNC 2014" "unclear_other"
"711" "come" "Spoken BNC 2014" "unclear_other"
"712" "come" "Spoken BNC 2014" "unclear_other"
"713" "come" "Textbook Conversation" "unclear_other"
"714" "come" "Spoken BNC 2014" "unclear_other"
"715" "come" "Spoken BNC 2014" "unclear_other"
"716" "come" "Spoken BNC 2014" "unclear_other"
"717" "come back" "Youth Fiction Sampled" "activity"
"718" "come back" "Textbook Fiction" "activity"
"719" "come back" "Textbook Fiction" "activity"
"720" "come back" "Textbook Conversation" "activity"
"721" "come back" "Textbook Conversation" "activity"
"722" "come back" "Textbook Conversation" "activity"
"723" "come back" "Spoken BNC 2014" "activity"
"724" "come back" "Youth Fiction Sampled" "activity"
"725" "come back" "Textbook Fiction" "activity"
"726" "come back" "Spoken BNC 2014" "activity"
"727" "come back" "Spoken BNC 2014" "activity"
"728" "come back" "Youth Fiction Sampled" "activity"
"729" "come back" "Textbook Fiction" "activity"
"730" "come back" "Youth Fiction Sampled" "activity"
"731" "come back" "Youth Fiction Sampled" "activity"
"732" "come down" "Youth Fiction Sampled" "unclear_other"
"733" "come down" "Youth Fiction Sampled" "unclear_other"
"734" "come down" "Spoken BNC 2014" "unclear_other"
"735" "come from" "Textbook Fiction" "existence_relationship"
"736" "come from" "Textbook Fiction" "existence_relationship"
"737" "come from" "Youth Fiction Sampled" "existence_relationship"
"738" "come from" "Textbook Fiction" "existence_relationship"
"739" "come from" "Textbook Fiction" "existence_relationship"
"740" "come in" "Spoken BNC 2014" "activity"
"741" "come in" "Textbook Fiction" "activity"
"742" "come in" "Youth Fiction Sampled" "activity"
"743" "come off" "Spoken BNC 2014" "activity"
"744" "come off" "Spoken BNC 2014" "activity"
"745" "come on" "Spoken BNC 2014" "occurrence"
"746" "come on" "Spoken BNC 2014" "occurrence"
"747" "come out" "Textbook Conversation" "activity"
"748" "come out" "Textbook Conversation" "activity"
"749" "come out" "Spoken BNC 2014" "activity"
"750" "come out" "Youth Fiction Sampled" "activity"
"751" "come out" "Textbook Conversation" "activity"
"752" "come out" "Youth Fiction Sampled" "activity"
"753" "come out" "Textbook Fiction" "activity"
"754" "come out" "Spoken BNC 2014" "activity"
"755" "come out" "Textbook Fiction" "activity"
"756" "come out" "Spoken BNC 2014" "activity"
"757" "come out" "Youth Fiction Sampled" "activity"
"758" "come out" "Spoken BNC 2014" "activity"
"759" "come out" "Textbook Conversation" "activity"
"760" "come out" "Spoken BNC 2014" "activity"
"761" "come over" "Spoken BNC 2014" "activity"
"762" "come up" "Textbook Fiction" "occurrence"
"763" "come up" "Spoken BNC 2014" "occurrence"
"764" "come up" "Spoken BNC 2014" "occurrence"
"765" "come up" "Textbook Conversation" "occurrence"
"766" "come up" "Spoken BNC 2014" "occurrence"
"767" "come up" "Youth Fiction Sampled" "occurrence"
"768" "come up" "Spoken BNC 2014" "occurrence"
"769" "come up" "Youth Fiction Sampled" "occurrence"
"770" "come up" "Spoken BNC 2014" "occurrence"
"771" "come up" "Textbook Fiction" "occurrence"
"772" "comment" "Spoken BNC 2014" "communication"
"773" "commit" "Textbook Conversation" "unclear_other"
"774" "communicate" "Textbook Conversation" "communication"
"775" "compete" "Spoken BNC 2014" "activity"
"776" "complain" "Textbook Conversation" "communication"
"777" "complain" "Spoken BNC 2014" "communication"
"778" "complain" "Textbook Conversation" "communication"
"779" "complain" "Youth Fiction Sampled" "communication"
"780" "complain" "Spoken BNC 2014" "communication"
"781" "complain" "Youth Fiction Sampled" "communication"
"782" "complain about" "Textbook Fiction" "communication"
"783" "compose" "Spoken BNC 2014" "activity"
"784" "compress" "Youth Fiction Sampled" "activity"
"785" "concentrate" "Spoken BNC 2014" "mental"
"786" "concentrate" "Textbook Fiction" "mental"
"787" "concentrate" "Textbook Fiction" "mental"
"788" "concentrate" "Spoken BNC 2014" "mental"
"789" "concentrate" "Spoken BNC 2014" "mental"
"790" "concentrate" "Spoken BNC 2014" "mental"
"791" "concentrate" "Textbook Conversation" "mental"
"792" "concentrate" "Spoken BNC 2014" "mental"
"793" "concentrate" "Youth Fiction Sampled" "mental"
"794" "concentrate" "Textbook Conversation" "mental"
"795" "confer with" "Youth Fiction Sampled" "communication"
"796" "confuse" "Youth Fiction Sampled" "mental"
"797" "confuse" "Youth Fiction Sampled" "mental"
"798" "confuse" "Spoken BNC 2014" "mental"
"799" "consider" "Youth Fiction Sampled" "mental"
"800" "consider" "Spoken BNC 2014" "mental"
"801" "consider" "Spoken BNC 2014" "mental"
"802" "consider" "Spoken BNC 2014" "mental"
"803" "consider" "Spoken BNC 2014" "mental"
"804" "consume" "Textbook Conversation" "activity"
"805" "continue" "Spoken BNC 2014" "aspectual"
"806" "continue" "Spoken BNC 2014" "aspectual"
"807" "continue" "Textbook Conversation" "aspectual"
"808" "continue" "Textbook Conversation" "aspectual"
"809" "contradict" "Spoken BNC 2014" "communication"
"810" "control" "Spoken BNC 2014" "activity"
"811" "cook" "Textbook Conversation" "activity"
"812" "cook" "Textbook Conversation" "activity"
"813" "cook" "Spoken BNC 2014" "activity"
"814" "cook" "Spoken BNC 2014" "activity"
"815" "cook" "Textbook Fiction" "activity"
"816" "cook" "Textbook Conversation" "activity"
"817" "cook" "Textbook Fiction" "activity"
"818" "cook" "Textbook Fiction" "activity"
"819" "cook" "Spoken BNC 2014" "activity"
"820" "cook" "Spoken BNC 2014" "activity"
"821" "cook" "Textbook Conversation" "activity"
"822" "cook" "Spoken BNC 2014" "activity"
"823" "cook" "Spoken BNC 2014" "activity"
"824" "cook" "Textbook Conversation" "activity"
"825" "cope" "Spoken BNC 2014" "mental"
"826" "copy" "Spoken BNC 2014" "activity"
"827" "copy" "Textbook Conversation" "activity"
"828" "cost" "Spoken BNC 2014" "existence_relationship"
"829" "cost" "Spoken BNC 2014" "existence_relationship"
"830" "cosy up" "Spoken BNC 2014" "activity"
"831" "count" "Youth Fiction Sampled" "mental"
"832" "count" "Spoken BNC 2014" "mental"
"833" "count on" "Youth Fiction Sampled" "existence_relationship"
"834" "cower" "Youth Fiction Sampled" "activity"
"835" "crack" "Spoken BNC 2014" "occurrence"
"836" "crack up" "Spoken BNC 2014" "activity"
"837" "crash" "Textbook Fiction" "occurrence"
"838" "crawl" "Youth Fiction Sampled" "activity"
"839" "create" "Textbook Conversation" "activity"
"840" "creep" "Textbook Fiction" "activity"
"841" "cringe" "Spoken BNC 2014" "communication"
"842" "criticise" "Spoken BNC 2014" "communication"
"843" "criticise" "Textbook Conversation" "communication"
"844" "criticise" "Textbook Conversation" "communication"
"845" "cross" "Textbook Conversation" "activity"
"846" "cross" "Textbook Conversation" "activity"
"847" "cross" "Textbook Conversation" "activity"
"848" "cross" "Spoken BNC 2014" "activity"
"849" "cross" "Textbook Fiction" "activity"
"850" "cross" "Textbook Conversation" "activity"
"851" "crouch" "Youth Fiction Sampled" "activity"
"852" "crouch" "Youth Fiction Sampled" "activity"
"853" "crouch" "Youth Fiction Sampled" "activity"
"854" "crowdfund" "Spoken BNC 2014" "activity"
"855" "crumble" "Spoken BNC 2014" "occurrence"
"856" "crush" "Youth Fiction Sampled" "occurrence"
"857" "cry" "Textbook Fiction" "activity"
"858" "cry" "Spoken BNC 2014" "activity"
"859" "cry" "Spoken BNC 2014" "activity"
"860" "cry" "Youth Fiction Sampled" "activity"
"861" "cry" "Textbook Fiction" "activity"
"862" "cry" "Spoken BNC 2014" "activity"
"863" "cry" "Spoken BNC 2014" "activity"
"864" "cry" "Youth Fiction Sampled" "activity"
"865" "cry" "Youth Fiction Sampled" "activity"
"866" "cry" "Textbook Conversation" "activity"
"867" "cry" "Youth Fiction Sampled" "activity"
"868" "cry" "Textbook Fiction" "activity"
"869" "cry" "Textbook Fiction" "activity"
"870" "cry" "Spoken BNC 2014" "activity"
"871" "cry" "Youth Fiction Sampled" "activity"
"872" "cry" "Youth Fiction Sampled" "activity"
"873" "cry" "Textbook Fiction" "activity"
"874" "cry" "Textbook Conversation" "activity"
"875" "cry" "Youth Fiction Sampled" "activity"
"876" "cry" "Textbook Fiction" "activity"
"877" "cry out" "Youth Fiction Sampled" "activity"
"878" "cry out" "Youth Fiction Sampled" "activity"
"879" "cut" "Youth Fiction Sampled" "activity"
"880" "cut" "Youth Fiction Sampled" "activity"
"881" "cut" "Spoken BNC 2014" "activity"
"882" "cut" "Spoken BNC 2014" "activity"
"883" "cut" "Spoken BNC 2014" "activity"
"884" "cut" "Spoken BNC 2014" "activity"
"885" "cut down" "Spoken BNC 2014" "occurrence"
"886" "cut off" "Textbook Fiction" "existence_relationship"
"887" "cycle" "Textbook Fiction" "activity"
"888" "cycle" "Spoken BNC 2014" "activity"
"889" "cycle" "Textbook Conversation" "activity"
"890" "cycle" "Textbook Conversation" "activity"
"891" "cycle" "Textbook Fiction" "activity"
"892" "cycle" "Textbook Fiction" "activity"
"893" "dance" "Youth Fiction Sampled" "activity"
"894" "dance" "Textbook Conversation" "activity"
"895" "dance" "Textbook Fiction" "activity"
"896" "dance" "Textbook Fiction" "activity"
"897" "dance" "Textbook Conversation" "activity"
"898" "dance" "Textbook Conversation" "activity"
"899" "dance" "Youth Fiction Sampled" "activity"
"900" "dance" "Textbook Fiction" "activity"
"901" "dance" "Textbook Fiction" "activity"
"902" "dance" "Textbook Fiction" "activity"
"903" "dance" "Textbook Fiction" "activity"
"904" "dance" "Youth Fiction Sampled" "activity"
"905" "dance" "Textbook Conversation" "activity"
"906" "dance" "Textbook Fiction" "activity"
"907" "dance" "Textbook Conversation" "activity"
"908" "dance" "Textbook Conversation" "activity"
"909" "dance" "Textbook Conversation" "activity"
"910" "dance" "Textbook Fiction" "activity"
"911" "dance" "Textbook Conversation" "activity"
"912" "darken" "Youth Fiction Sampled" "occurrence"
"913" "dash" "Youth Fiction Sampled" "activity"
"914" "date" "Spoken BNC 2014" "activity"
"915" "date" "Spoken BNC 2014" "activity"
"916" "dawn" "Youth Fiction Sampled" "mental"
"917" "daydream" "Youth Fiction Sampled" "mental"
"918" "daydream" "Textbook Fiction" "mental"
"919" "deal" "Youth Fiction Sampled" "mental"
"920" "deal" "Spoken BNC 2014" "mental"
"921" "deal" "Spoken BNC 2014" "mental"
"922" "deal" "Spoken BNC 2014" "mental"
"923" "deal" "Spoken BNC 2014" "mental"
"924" "deal with" "Youth Fiction Sampled" "unclear_other"
"925" "decide" "Spoken BNC 2014" "mental"
"926" "decline" "Spoken BNC 2014" "communication"
"927" "decorate" "Textbook Conversation" "activity"
"928" "delete" "Textbook Conversation" "activity"
