words,obs.freq.1,obs.freq.2,exp.freq.1,exp.freq.2,pref.occur,delta.p.constr1.cues.word,delta.p.word.cues.constr1,coll.strength
consume,1,3,0.17,3.83,X.TxB_prog_count.,0,0.21,2.08
continue,2,26,1.19,26.81,X.TxB_prog_count.,0,0.03,0.48
control,0,10,0.43,9.57,X.TxBSpoken_non_prog.,0,-0.04,0.87
cook,5,25,1.28,28.72,X.TxB_prog_count.,0,0.12,6.73
cope,0,4,0.17,3.83,X.TxBSpoken_non_prog.,0,-0.04,0.35
copy,1,10,0.47,10.53,X.TxB_prog_count.,0,0.05,0.48
cost,0,48,2.04,45.96,X.TxBSpoken_non_prog.,0,-0.04,4.17
cough,0,1,0.04,0.96,X.TxBSpoken_non_prog.,0,-0.04,0.09
count,0,13,0.55,12.45,X.TxBSpoken_non_prog.,0,-0.04,1.13
create,1,43,1.87,42.13,X.TxBSpoken_non_prog.,0,-0.02,0.51
criticise,2,3,0.21,4.79,X.TxB_prog_count.,0,0.36,6.16
cross,4,22,1.11,24.89,X.TxB_prog_count.,0,0.11,4.86
cry,2,16,0.77,17.23,X.TxB_prog_count.,0,0.07,1.47
cut,0,23,0.98,22.02,X.TxBSpoken_non_prog.,0,-0.04,2
cycle,2,8,0.43,9.57,X.TxB_prog_count.,0,0.16,3.32
dance,8,31,1.66,37.34,X.TxB_prog_count.,0,0.16,13.66
date,0,3,0.13,2.87,X.TxBSpoken_non_prog.,0,-0.04,0.26
deal,0,7,0.3,6.7,X.TxBSpoken_non_prog.,0,-0.04,0.61
decide,0,105,4.46,100.54,X.TxBSpoken_non_prog.,0,-0.04,9.13
decline,0,3,0.13,2.87,X.TxBSpoken_non_prog.,0,-0.04,0.26
decorate,1,4,0.21,4.79,X.TxB_prog_count.,0,0.16,1.66
delete,1,4,0.21,4.79,X.TxB_prog_count.,0,0.16,1.66
deliver,0,3,0.13,2.87,X.TxBSpoken_non_prog.,0,-0.04,0.26
describe,0,22,0.94,21.06,X.TxBSpoken_non_prog.,0,-0.04,1.91
desert,1,0,0.04,0.96,X.TxB_prog_count.,0,0.96,6.32
design,0,11,0.47,10.53,X.TxBSpoken_non_prog.,0,-0.04,0.96
develop,2,12,0.6,13.4,X.TxB_prog_count.,0,0.1,2.19
die,6,61,2.85,64.15,X.TxB_prog_count.,0,0.05,2.8
dig,0,1,0.04,0.96,X.TxBSpoken_non_prog.,0,-0.04,0.09
disappear,3,19,0.94,21.06,X.TxB_prog_count.,0,0.09,3.08
discover,2,34,1.53,34.47,X.TxB_prog_count.,0,0.01,0.14
discuss,4,17,0.89,20.11,X.TxB_prog_count.,0,0.15,6.3
disobey,1,0,0.04,0.96,X.TxB_prog_count.,0,0.96,6.32
diversify,1,0,0.04,0.96,X.TxB_prog_count.,0,0.96,6.32
do,206,1527,73.66,1659.34,X.TxB_prog_count.,0.06,0.08,177.81
download,1,10,0.47,10.53,X.TxB_prog_count.,0,0.05,0.48
draw,2,29,1.32,29.68,X.TxB_prog_count.,0,0.02,0.32
dread,1,0,0.04,0.96,X.TxB_prog_count.,0,0.96,6.32
dream,3,12,0.64,14.36,X.TxB_prog_count.,0,0.16,4.98
dress,2,10,0.51,11.49,X.TxB_prog_count.,0,0.12,2.69
drink,5,41,1.96,44.04,X.TxB_prog_count.,0,0.07,3.52
drive,5,46,2.17,48.83,X.TxB_prog_count.,0,0.06,2.86
drown,2,2,0.17,3.83,X.TxB_prog_count.,0,0.46,7.26
dry,0,3,0.13,2.87,X.TxBSpoken_non_prog.,0,-0.04,0.26
dust,1,4,0.21,4.79,X.TxB_prog_count.,0,0.16,1.66
earn,0,31,1.32,29.68,X.TxBSpoken_non_prog.,0,-0.04,2.69
eat,19,197,9.18,206.82,X.TxB_prog_count.,0,0.05,8.52
email,0,6,0.26,5.74,X.TxBSpoken_non_prog.,0,-0.04,0.52
emerge,2,0,0.09,1.91,X.TxB_prog_count.,0,0.96,12.63
encourage,1,6,0.3,6.7,X.TxB_prog_count.,0,0.1,1.1
end,0,30,1.28,28.72,X.TxBSpoken_non_prog.,0,-0.04,2.61
enjoy,17,165,7.74,174.26,X.TxB_prog_count.,0,0.05,8.78
evolve,1,1,0.09,1.91,X.TxB_prog_count.,0,0.46,3.63
exaggerate,3,0,0.13,2.87,X.TxB_prog_count.,0,0.96,18.95
exclude,1,0,0.04,0.96,X.TxB_prog_count.,0,0.96,6.32
expand,0,1,0.04,0.96,X.TxBSpoken_non_prog.,0,-0.04,0.09
expect,3,47,2.13,47.87,X.TxB_prog_count.,0,0.02,0.34
experiment,1,0,0.04,0.96,X.TxB_prog_count.,0,0.96,6.32
explain,0,37,1.57,35.43,X.TxBSpoken_non_prog.,0,-0.04,3.22
explode,1,0,0.04,0.96,X.TxB_prog_count.,0,0.96,6.32
exploit,0,1,0.04,0.96,X.TxBSpoken_non_prog.,0,-0.04,0.09
express,1,4,0.21,4.79,X.TxB_prog_count.,0,0.16,1.66
extend,0,1,0.04,0.96,X.TxBSpoken_non_prog.,0,-0.04,0.09
face,2,11,0.55,12.45,X.TxB_prog_count.,0,0.11,2.43
fail,0,8,0.34,7.66,X.TxBSpoken_non_prog.,0,-0.04,0.69
fall,5,77,3.49,78.51,X.TxB_prog_count.,0,0.02,0.61
feed,2,26,1.19,26.81,X.TxB_prog_count.,0,0.03,0.48
feel,34,258,12.41,279.59,X.TxB_prog_count.,0.01,0.07,27.26
fight,6,26,1.36,30.64,X.TxB_prog_count.,0,0.15,9.28
fill,1,9,0.43,9.57,X.TxB_prog_count.,0,0.06,0.6
film,3,5,0.34,7.66,X.TxB_prog_count.,0,0.33,8.8
find,2,416,17.77,400.23,X.TxBSpoken_non_prog.,-0.01,-0.04,23.52
finish,0,77,3.27,73.73,X.TxBSpoken_non_prog.,0,-0.04,6.69
fire,0,1,0.04,0.96,X.TxBSpoken_non_prog.,0,-0.04,0.09
flee,0,3,0.13,2.87,X.TxBSpoken_non_prog.,0,-0.04,0.26
flirt,1,1,0.09,1.91,X.TxB_prog_count.,0,0.46,3.63
fly,8,23,1.32,29.68,X.TxB_prog_count.,0,0.22,17.14
focus,0,16,0.68,15.32,X.TxBSpoken_non_prog.,0,-0.04,1.39
fold,0,1,0.04,0.96,X.TxBSpoken_non_prog.,0,-0.04,0.09
follow,5,44,2.08,46.92,X.TxB_prog_count.,0,0.06,3.11
fool,1,2,0.13,2.87,X.TxB_prog_count.,0,0.29,2.67
forget,2,150,6.46,145.54,X.TxBSpoken_non_prog.,0,-0.03,4.37
freak,0,1,0.04,0.96,X.TxBSpoken_non_prog.,0,-0.04,0.09
freeze,0,2,0.09,1.91,X.TxBSpoken_non_prog.,0,-0.04,0.17
frown,1,0,0.04,0.96,X.TxB_prog_count.,0,0.96,6.32
fume,0,1,0.04,0.96,X.TxBSpoken_non_prog.,0,-0.04,0.09
fundraise,1,0,0.04,0.96,X.TxB_prog_count.,0,0.96,6.32
gain,1,4,0.21,4.79,X.TxB_prog_count.,0,0.16,1.66
garden,1,1,0.09,1.91,X.TxB_prog_count.,0,0.46,3.63
gasp,0,1,0.04,0.96,X.TxBSpoken_non_prog.,0,-0.04,0.09
get,49,1836,80.12,1804.88,X.TxBSpoken_non_prog.,-0.01,-0.02,15.02
give,6,373,16.11,362.89,X.TxBSpoken_non_prog.,0,-0.03,8.69
go,205,2263,104.9,2363.1,X.TxB_prog_count.,0.04,0.04,83.38
grab,0,8,0.34,7.66,X.TxBSpoken_non_prog.,0,-0.04,0.69
greet,1,1,0.09,1.91,X.TxB_prog_count.,0,0.46,3.63
grill,2,0,0.09,1.91,X.TxB_prog_count.,0,0.96,12.63
grin,1,2,0.13,2.87,X.TxB_prog_count.,0,0.29,2.67
grow,2,59,2.59,58.41,X.TxBSpoken_non_prog.,0,-0.01,0.15
guarantee,0,2,0.09,1.91,X.TxBSpoken_non_prog.,0,-0.04,0.17
guess,1,138,5.91,133.09,X.TxBSpoken_non_prog.,0,-0.04,6.45
hand,2,13,0.64,14.36,X.TxB_prog_count.,0,0.09,1.98
handcuff,1,0,0.04,0.96,X.TxB_prog_count.,0,0.96,6.32
hang,6,35,1.74,39.26,X.TxB_prog_count.,0,0.1,6.81
happen,23,197,9.35,210.65,X.TxB_prog_count.,0.01,0.06,15.09
harass,1,1,0.09,1.91,X.TxB_prog_count.,0,0.46,3.63
have,59,2675,116.2,2617.8,X.TxBSpoken_non_prog.,-0.02,-0.02,37.14
head,2,5,0.3,6.7,X.TxB_prog_count.,0,0.24,4.69
hear,3,253,10.88,245.12,X.TxBSpoken_non_prog.,0,-0.03,8.31
heat,0,1,0.04,0.96,X.TxBSpoken_non_prog.,0,-0.04,0.09
help,10,410,17.85,402.15,X.TxBSpoken_non_prog.,0,-0.02,4.29
hide,3,17,0.85,19.15,X.TxB_prog_count.,0,0.11,3.52
hike,2,5,0.3,6.7,X.TxB_prog_count.,0,0.24,4.69
hit,1,33,1.45,32.55,X.TxBSpoken_non_prog.,0,-0.01,0.16
hold,8,46,2.3,51.7,X.TxB_prog_count.,0,0.11,9.24
hop,1,1,0.09,1.91,X.TxB_prog_count.,0,0.46,3.63
hope,13,155,7.14,160.86,X.TxB_prog_count.,0,0.03,4.09
host,0,1,0.04,0.96,X.TxBSpoken_non_prog.,0,-0.04,0.09
hunt,1,1,0.09,1.91,X.TxB_prog_count.,0,0.46,3.63
hurt,5,62,2.85,64.15,X.TxB_prog_count.,0,0.03,1.4
impoverish,1,0,0.04,0.96,X.TxB_prog_count.,0,0.96,6.32
include,0,17,0.72,16.28,X.TxBSpoken_non_prog.,0,-0.04,1.48
indicate,0,1,0.04,0.96,X.TxBSpoken_non_prog.,0,-0.04,0.09
inspect,0,1,0.04,0.96,X.TxBSpoken_non_prog.,0,-0.04,0.09
inspire,2,11,0.55,12.45,X.TxB_prog_count.,0,0.11,2.43
interact,0,3,0.13,2.87,X.TxBSpoken_non_prog.,0,-0.04,0.26
interrogate,0,2,0.09,1.91,X.TxBSpoken_non_prog.,0,-0.04,0.17
interview,2,8,0.43,9.57,X.TxB_prog_count.,0,0.16,3.32
invite,1,39,1.7,38.3,X.TxBSpoken_non_prog.,0,-0.02,0.35
jog,2,1,0.13,2.87,X.TxB_prog_count.,0,0.62,8.9
join,3,71,3.15,70.85,X.TxBSpoken_non_prog.,0,0,0.01
joke,11,5,0.68,15.32,X.TxB_prog_count.,0,0.65,50.09
judge,0,12,0.51,11.49,X.TxBSpoken_non_prog.,0,-0.04,1.04
juggle,2,0,0.09,1.91,X.TxB_prog_count.,0,0.96,12.63
jump,2,25,1.15,25.85,X.TxB_prog_count.,0,0.03,0.55
keep,2,117,5.06,113.94,X.TxBSpoken_non_prog.,0,-0.03,2.49
kick,0,3,0.13,2.87,X.TxBSpoken_non_prog.,0,-0.04,0.26
kid,13,3,0.68,15.32,X.TxB_prog_count.,0.01,0.77,67
kill,1,37,1.62,36.38,X.TxBSpoken_non_prog.,0,-0.02,0.28
kneel,1,1,0.09,1.91,X.TxB_prog_count.,0,0.46,3.63
knock,0,9,0.38,8.62,X.TxBSpoken_non_prog.,0,-0.04,0.78
land,1,10,0.47,10.53,X.TxB_prog_count.,0,0.05,0.48
laugh,4,49,2.25,50.75,X.TxB_prog_count.,0,0.03,1.16
lay,0,1,0.04,0.96,X.TxBSpoken_non_prog.,0,-0.04,0.09
lead,1,21,0.94,21.06,X.TxB_prog_count.,0,0,0
lean,0,1,0.04,0.96,X.TxBSpoken_non_prog.,0,-0.04,0.09
learn,14,138,6.46,145.54,X.TxB_prog_count.,0,0.05,7
leave,15,257,11.56,260.44,X.TxB_prog_count.,0,0.01,0.99
let,3,775,33.07,744.93,X.TxBSpoken_non_prog.,-0.01,-0.04,47.33
level,1,0,0.04,0.96,X.TxB_prog_count.,0,0.96,6.32
lie,12,21,1.4,31.6,X.TxB_prog_count.,0,0.32,34.41
lift,3,5,0.34,7.66,X.TxB_prog_count.,0,0.33,8.8
light,1,11,0.51,11.49,X.TxB_prog_count.,0,0.04,0.39
link,0,9,0.38,8.62,X.TxBSpoken_non_prog.,0,-0.04,0.78
listen,28,221,10.58,238.42,X.TxB_prog_count.,0.01,0.07,21.09
live,22,387,17.38,391.62,X.TxB_prog_count.,0,0.01,1.19
look,117,921,44.12,993.88,X.TxB_prog_count.,0.03,0.07,90.29
loop,1,0,0.04,0.96,X.TxB_prog_count.,0,0.96,6.32
lose,2,103,4.46,100.54,X.TxBSpoken_non_prog.,0,-0.02,1.78
love,0,544,23.12,520.88,X.TxBSpoken_non_prog.,-0.01,-0.04,47.49
make,29,577,25.76,580.24,X.TxB_prog_count.,0,0.01,0.41
manage,0,31,1.32,29.68,X.TxBSpoken_non_prog.,0,-0.04,2.69
march,1,1,0.09,1.91,X.TxB_prog_count.,0,0.46,3.63
mark,0,7,0.3,6.7,X.TxBSpoken_non_prog.,0,-0.04,0.61
mean,1,253,10.8,243.2,X.TxBSpoken_non_prog.,0,-0.04,15.26
meet,13,224,10.07,226.93,X.TxB_prog_count.,0,0.01,0.82
mention,0,22,0.94,21.06,X.TxBSpoken_non_prog.,0,-0.04,1.91
mess,0,3,0.13,2.87,X.TxBSpoken_non_prog.,0,-0.04,0.26
milk,0,3,0.13,2.87,X.TxBSpoken_non_prog.,0,-0.04,0.26
miss,7,81,3.74,84.26,X.TxB_prog_count.,0,0.04,2.39
mix,1,8,0.38,8.62,X.TxB_prog_count.,0,0.07,0.73
move,15,102,4.97,112.03,X.TxB_prog_count.,0,0.09,14.04
munch,0,1,0.04,0.96,X.TxBSpoken_non_prog.,0,-0.04,0.09
notice,0,41,1.74,39.26,X.TxBSpoken_non_prog.,0,-0.04,3.56
nourish,1,0,0.04,0.96,X.TxB_prog_count.,0,0.96,6.32
observe,0,4,0.17,3.83,X.TxBSpoken_non_prog.,0,-0.04,0.35
occur,0,6,0.26,5.74,X.TxBSpoken_non_prog.,0,-0.04,0.52
offer,3,24,1.15,25.85,X.TxB_prog_count.,0,0.07,2.2
operate,1,0,0.04,0.96,X.TxB_prog_count.,0,0.96,6.32
organise,1,7,0.34,7.66,X.TxB_prog_count.,0,0.08,0.9
overchange,1,0,0.04,0.96,X.TxB_prog_count.,0,0.96,6.32
overreact,1,0,0.04,0.96,X.TxB_prog_count.,0,0.96,6.32
pack,2,17,0.81,18.19,X.TxB_prog_count.,0,0.06,1.32
paint,2,19,0.89,20.11,X.TxB_prog_count.,0,0.05,1.07
panic,0,7,0.3,6.7,X.TxBSpoken_non_prog.,0,-0.04,0.61
