Register	Level	Textbook	Concordance1	Concor-dance2	Concordance3	Lemma	‘	NOT	Tense	Voice	?	Time reference	Continuous	Repeated	Extra function	Comment	Annotator
narrative	A	Hi there		're going		go	c		GOING TO	A		present	yes	no			E
narrative	A	Hi there		're going		go	c		GOING TO	A		present	yes	no			E
narrative	A	Hi there		're going		go	c		GOING TO	A		present	yes	no			E
narrative	A	Join the Team		are discussing		discuss			present	A		present	yes	no			E
narrative	A	Join the Team		are going		go			GOING TO	A		present	yes	no			E
narrative	A	Join the Team		are sitting		sit			present	A		present	yes	no			E
narrative	A	Join the Team		is reading		read			present	A		present	yes	no			E
narrative	A	Join the Team		is running		run			present	A		present	yes	no			E
narrative	A	Join the Team		'm going		go	c		GOING TO	A		present	yes	no			E
narrative	A	Join the Team		's wearing		wear	c		present	A		present	yes	no			E
narrative	A	Join the Team		is going		go			GOING TO	A		present	yes	no			E
narrative	A	Join the Team		is suddenly wearing		wear			present	A		present	yes	no			E
narrative	A	Join the Team		'm becoming		become	c		present	A		present	yes	no	gradual change		E
narrative	A	Access		's boring		bore	c		NOT progressive	A		present	yes	no			E
narrative	A	Access		's feeding		feed	c		NOT progressive	A		present	yes	no			E
narrative	A	Access		's feeding		feed	c		NOT progressive	A		present	yes	no			E
narrative	A	Access		's smuggling		smuggle	c		present	A		present	yes	no			E
narrative	A	Access		's have a roaring		roar	c		NOT progressive	A		present	yes	no			E
narrative	A	Access		is waiting		wait			present	A		present	yes	no			E
narrative	A	Access		are you going		go			present	A	q	present	yes	no			E
narrative	A	Access		's squeezing		squeeze	c		present	A		present	yes	no			E
narrative	A	Access		's squeezing		squeeze	c		present	A		present	yes	no			E
narrative	A	Access		's not really trying		try	c	n	present	A		present	yes	no			E
narrative	A	Access		're not going		go	c	n	GOING TO	A		present	yes	no			E
narrative	A	Access		is feeding		feed			NOT progressive	A		present	yes	no			E
narrative	A	Green Line		are talking		talk			present	A		present	yes	no			E
narrative	A	Green Line		are doing		do			present	A		present	yes	no			E
narrative	A	Green Line		are looking		look for			present	A		present	yes	no			E
narrative	A	Green Line		is making		make			present	A		present	yes	no			E
narrative	A	Green Line		is having		have			present	A		present	yes	no			E
narrative	A	Green Line		is waiting		wait			present	A		present	yes	no			E
narrative	A	Green Line		is singing		sing			present	A		present	yes	no			E
narrative	A	Green Line		is having		have			present	A		present	yes	no			E
narrative	A	Green Line		are playing		play			present	A		present	yes	no			E
narrative	A	Green Line		are jumping		jump			present	A		present	no	yes			E
narrative	A	Green Line		are jumping and shouting		shout			present	A		present	no	yes			E
narrative	A	Green Line		are laughing		laugh			present	A		present	yes	no			E
narrative	A	Green Line		is happening		happen			present	A		present	yes	yes			E
narrative	A	Green Line		are dancing		dance			present	A		present	yes	no			E
narrative	A	Green Line		are dancing and singing		sing			present	A		present	yes	no			E
narrative	A	Green Line		's having		have	c		present	A		present	yes	no			E
narrative	A	Green Line		's he doing		do	c		present	A	q	present	yes	no			E
narrative	A	Green Line		Are ghosts coming		come			present	A		unclear	unclear	no			E
narrative	A	Green Line		is laughing		laugh			present	A		present	yes	no			E
narrative	A	Green Line		are doing		do			present	A		present	yes	no			E
narrative	A	Green Line		is she wearing		wear			present	A	q	present	yes	no			E
narrative	A	Green Line		are collecting		collect			present	A		present	yes	yes			E
narrative	A	Green Line		are talking		talk			present	A		present	yes	no			E
narrative	A	Green Line		are looking		look			present	A		present	yes	no			E
narrative	A	Green Line		are surfing		surf			present	A		present	yes	no			E
narrative	A	Green Line		is ringing		ring			present	A		present	yes	no			E
narrative	A	Green Line		is reading		read			present	A		present	yes	no			E
narrative	A	Green Line		are crashing		crash			present	A		present	yes	yes			E
narrative	A	Green Line		is sinking		sink			present	A		present	yes	no			E
narrative	A	Green Line		're coming		come	c		present	A		present	yes	no			E
narrative	A	Green Line		are you saying		say			present	A	q	present	no	no			E
narrative	A	Green Line		'm making		make	c		present	A		present	yes	no			E
narrative	A	Green Line		is swimming		swim			present	A		present	yes	no			E
narrative	A	Green Line		is having		have			present	A		present	yes	no			E
narrative	A	Green Line		are cooking		cook			present	A		present	yes	no			E
narrative	A	Green Line		's so boring		bore	c		NOT progressive	A		present	yes	no			E
narrative	A	Green Line		is calling		call			present	A		present	no	no			E
narrative	A	Green Line		is making		make			present	A		present	yes	no			E
narrative	A	Green Line		is playing		play			present	A		present	yes	no			E
narrative	A	Green Line		is thinking		think			present	A		present	yes	no			E
narrative	A	Green Line		is telling		tell			present	A		present	no	no			E
narrative	A	Green Line		are visiting		visit			present	A		present	yes	no			E
narrative	A	Green Line		is talking		talk			present	A		present	yes	no			E
narrative	A	Green Line		are playing		play			present	A		present	yes	no			E
narrative	A	Green Line		are looking		look			present	A		present	yes	no			E
narrative	A	Green Line		's it doing		do	c		present	A	q	present	yes	no			E
narrative	A	Green Line		is standing		stand			present	A		present	yes	no			E
narrative	A	Green Line		are you doing		do			present	A	q	present	yes	no			E
narrative	A	Green Line		'm catching		catch	c		present	A		present	yes	no			E
narrative	A	Green Line		is still sitting		sit			present	A		present	yes	no			E
narrative	A	Green Line		is laughing		laugh			present	A		present	yes	no			E
narrative	A	Green Line		's sailing		sail	c		present	A		present	yes	no			E
narrative	A	Green Line		are shaking		shake			present	A		present	yes	no			E
narrative	A	Green Line		are shaking		shake			present	A		present	yes	no			E
narrative	A	Green Line		are shaking and shaking		shake			present	A		present	yes	no			E
narrative	A	Green Line		is holding		hold			present	A		present	yes	no			E
narrative	A	Green Line		is shouting		shout			present	A		present	yes	no			E
narrative	A	Green Line		are sitting		sit			present	A		present	yes	no			E
narrative	A	Green Line		is packing		pack			present	A		present	yes	no			E
narrative	A	Green Line		is helping		help			present	A		present	yes	no			E
narrative	A	Green Line		'm coming		come	c		present	A		present	yes	no			E
narrative	A	Green Line		are you doing		do			present	A	q	present	yes	no			E
narrative	A	Green Line		aren't you working		work	c	n	present	A	q	present	yes	no			E
narrative	A	Green Line		'm going		go	c		present	A		present	yes	no			E
narrative	A	Green Line		are you going		go			present	A	q	present	yes	no			E
narrative	A	New Green Line		're visiting		visit	c		present	A		present	yes	no			E
narrative	A	New Green Line		's already going		go	c		present	A		present	yes	no	gradual change		E
narrative	A	New Green Line		are you looking		look			present	A	q	present	yes	no			E
narrative	A	New Green Line		's starting		start	c		present	A		present	no	no			E
narrative	A	New Green Line		's going		go	c		present	A		present	yes	no			E
narrative	A	New Green Line		are ruining		ruin			present	A		general	yes	yes			E
narrative	A	New Green Line		are running		run			present	A		present	yes	no			E
narrative	A	New Green Line		are looking		look			present	A		present	yes	no			E
narrative	A	New Green Line		're getting		get	c		present	A		present	yes	no	gradual change		E
narrative	A	New Green Line		's getting		get	c		present	A		present	yes	no	gradual change		E
narrative	A	New Green Line		are sitting		sit			present	A		present	yes	no			E
narrative	A	New Green Line		is drinking		drink			present	A		present	yes	no			E
narrative	A	New Green Line		is eating		eat			present	A		present	yes	no			E
narrative	A	New Green Line		're talking		talk	c		present	A		present	yes	no			E
narrative	A	New Green Line		are they doing		do			present	A	q	present	yes	no			E
narrative	A	New Green Line		are you going		go			present	A	q	present	yes	no			E
narrative	A	New Green Line		're just coming		come back	c		present	A		present	yes	no			E
narrative	A	New Green Line		Are you thinking		think			present	A	q	present	no	no			E
narrative	A	New Green Line		'm thinking		think	c		present	A	q	present	no	no			E
narrative	A	New Green Line		is clearing		clear out			present	A		future	yes	no			E
narrative	A	New Green Line		is ringing		ring			present	A		present	yes	no			E
narrative	A	New Green Line		're helping		help	c		present	A		present	yes	yes			E
narrative	A	New Green Line		is helping		help			present	A		present	yes	yes			E
narrative	A	New Green Line		are standing		stand			present	A		present	yes	no			E
narrative	A	New Green Line		is helping		help			present	A		present	yes	yes			E
narrative	A	New Green Line		is selling		sell			present	A		present	yes	yes			E
narrative	A	New Green Line		are walking		walk			present	A		present	yes	yes			E
narrative	A	New Green Line		are looking		look			present	A		present	yes	no			E
narrative	A	New Green Line		is checking		check			present	A		present	yes	no			E
narrative	A	New Green Line		's barking		bark	c		present	A		present	yes	no			E
narrative	A	New Green Line		's just looking		look	c		present	A		present	yes	no			E
narrative	A	New Green Line		is running		run			present	A		present	yes	no			E
narrative	A	New Green Line		are getting		get			present	A		present	yes	no	gradual change		E
narrative	A	New Green Line		are going		go back			present	A		present	yes	no	gradual change		E
narrative	A	New Green Line		is getting		get			present	A		present	yes	no	gradual change		E
narrative	A	New Green Line		's try shouting		shout	c		NOT progressive	A		present	yes	no			E
narrative	A	New Green Line		's writing		write	c		present	A		present	yes	no			E
narrative	A	New Green Line		are talking		talk			present	A		present	yes	no			E
narrative	A	New Green Line		are talking and laughing		laugh			present	A		present	yes	no			E
narrative	A	New Green Line		are whispering		whisper			present	A		present	yes	no			E
narrative	A	New Green Line		is smiling		smile			present	A		present	yes	no			E
narrative	A	New Green Line		'm just sitting		sit	c		present	A		present	yes	no			E
narrative	A	New Green Line		is happening		happen			present	A		present	yes	no			E
narrative	A	New Green Line		's saying		say	c		present	A		present	yes	no			E
narrative	A	New Green Line		are you looking		look			present	A	q	present	yes	no			E
narrative	A	New Green Line		is feeling		feel			present	A		present	yes	no			E
narrative	A	New Green Line		is going		go			present	A		present	yes	no			E
narrative	A	New Green Line		are wearing		wear			present	A		present	yes	no			E
narrative	A	New Green Line		is running		run out			present	A		present	yes	no			E
narrative	A	New Green Line		is trying		try			present	A		present	yes	no			E
narrative	A	New Green Line		are changing		change			present	A	q	present	yes	no			E
narrative	A	New Green Line		are beginning		begin			present	A		present	yes	no	gradual change		E
narrative	A	New Green Line		is no longer running		run			present	A		present	yes	no			E
narrative	A	New Green Line		is running		run			present	A		present	yes	no			E
narrative	A	New Green Line		am listening		listen			present	A		present	yes	no			E
narrative	A	New Green Line		is shaking		shake			present	A		present	yes	no			E
narrative	A	New Green Line		's playing		play	c		present	A		present	yes	no			E
narrative	A	New Green Line		is falling		fall down			present	A		present	yes	no			E
narrative	A	New Green Line		am I eating		eat			present	A	q	present	yes	no			E
narrative	A	Achievers		are coming		come			present	A		future	no	no			E
narrative	A	Achievers		're staying		stay	c		present	A		present	yes	no			E
narrative	A	Achievers		is shining		shine			present	A		present	yes	no			E
narrative	A	Achievers		is starting		start			present	A		present	no	no			E
narrative	A	Achievers		'm watching		watch	c		present	A		present	yes	no			E
narrative	A	Achievers		're playing		play	c		present	A		present	yes	no			E
narrative	A	Achievers		're wearing		wear	c		present	A		present	yes	no			E
narrative	A	Achievers		are dancing		dance			present	A		present	yes	no			E
narrative	A	Achievers		are dancing and having		have			present	A		present	yes	no			E
narrative	A	Achievers		are also people selling		sell			NOT progressive	A		present	yes	no			E
narrative	A	Achievers		is getting		get			present	A		present	yes	no	gradual change		E
narrative	A	Achievers		are hundreds of people singing		sing			NOT progressive	A		present	yes	no			E
narrative	A	Achievers		is cycling		cycle			present	A		present	yes	no			E
narrative	A	Achievers		's wearing		wear	c		present	A		present	yes	no			E
narrative	A	Achievers		is riding		ride			present	A		present	yes	no			E
narrative	A	Achievers		are looking		look			present	A		present	yes	no			E
narrative	A	Achievers		is blowing		blow			present	A		present	yes	no			E
narrative	A	Achievers		are racing		race			present	A		present	yes	no			E
narrative	A	Achievers		are standing		stand			present	A		present	yes	no			E
narrative	A	Achievers		are playing		play			present	A		present	yes	no			E
narrative	A	Achievers		're having		have	c		present	A		present	yes	no			E
narrative	A	Achievers		is having		have			present	A		present	yes	no			E
narrative	A	Achievers		isn't talking		talk	c	n	present	A		present	yes	no			E
narrative	A	Achievers		are talking		talk			present	A		present	yes	no			E
narrative	A	Achievers		are you talking		talk			present	A	q	present	no	no			E
narrative	A	Achievers		're talking		talk	c		present	A		present	yes	no			E
narrative	A	Achievers		is pushing		push			present	A		present	yes	no			E
narrative	A	Achievers		are you wearing		wear			present	A	q	present	yes	no			E
narrative	A	Achievers		are you wearing		wear			present	A	q	present	yes	no			E
narrative	A	Achievers		are you going		go			present	A	q	future	no	no			E
narrative	A	Achievers		'm thinking		think	c		present	A		present	no	no			E
narrative	A	Achievers		are you going		go			GOING TO	A	q	present	yes	no			E
narrative	A	Achievers		'm going		go	c		present	A		future	yes	no			E
narrative	A	Achievers		'm travelling		travel	c		present	A		future	yes	no			E
narrative	A	Achievers		'm going		go	c		GOING TO	A		present	yes	no			E
narrative	A	Achievers		are you going		go			present	A	q	future	no	no			E
narrative	A	Solutions		was evening		even			NOT progressive	A		past	yes	no			E
narrative	A	Solutions		was a sitting		sit			NOT progressive	A		past	yes	no			E
narrative	B	Hi there		are going		go			GOING TO	A		present	yes	no			E
narrative	B	Hi there		were laughing		laugh			past	A		past	yes	yes			E
narrative	B	Hi there		were laughing and shouting		shout			past	A		past	yes	yes			E
narrative	B	Hi there		am going		go			GOING TO	A		present	yes	no			E
narrative	B	Hi there		be wearing		wear			NOT progressive	A		modal/infinitive	yes	no			E
narrative	B	Hi there		is standing		stand			present	A		general	yes	no			E
narrative	B	Join the Team		was trying		try on			past	A		past	yes	no			E
narrative	B	Join the Team		was putting		put			past	A		past	yes	no	framing		E
narrative	B	Join the Team		were trying		try			past	A		past	yes	no	framing		E
narrative	B	Join the Team		was fixing		fix			past	A		past	yes	no	framing		E
narrative	B	Join the Team		was speaking		speak			past	A		past	yes	no	framing		E
narrative	B	Join the Team		was celebrating		celebrate			past	A		past	yes	no	framing		E
narrative	B	Join the Team		were walking		walk			past	A		past	yes	no	framing		E
narrative	B	Join the Team		were hiding		hide			past	A		past	yes	no	framing		E
narrative	B	Join the Team		was trying		try			past	A		past	yes	no			E
narrative	B	Join the Team		'm learning		learn	c		present	A		present	yes	yes			E
narrative	B	Join the Team		'm also learning		learn	c		present	A		present	yes	yes			E
narrative	B	Join the Team		is keeping		keep			present	A		present	yes	no			E
narrative	B	Join the Team		was sitting		sit			past	A		past	yes	no			E
narrative	B	Access		's eating		eat	c		present	A		present	yes	no			E
narrative	B	Access		are you doing		do			present	A	q	present	yes	no			E
narrative	B	Access		's barking		bark	c		present	A		present	yes	no			E
narrative	B	Access		is joining		join			present	A		future	no	no			E
narrative	B	Access		'm not going		go back	c	n	present	A		future	no	no			E
narrative	B	Access		'm going		go	c		present	A		future	no	no			E
narrative	B	Access		'm really looking		look forward	c		present	A		present	yes	no			E
narrative	B	Access		'm coming		come	c		present	A		future	no	no			E
narrative	B	Access		Are you going		go			GOING TO	A	q	present	yes	no			E
narrative	B	Access		'm going		go	c		GOING TO	A		present	yes	no			E
narrative	B	Access		'm going		go	c		GOING TO	A		present	yes	no			E
narrative	B	Access		is going		go			GOING TO	A		present	yes	no			E
narrative	B	Access		is wearing		wear			present	A		present	yes	no			E
narrative	B	Access		Aren't you doing		do	c	n	present	A	q	present	yes	no			E
narrative	B	Access		's still dancing		dance	c		present	A		present	yes	no			E
narrative	B	Access		are you doing		do			present	A	q	present	yes	no			E
narrative	B	Access		's going		go	c		GOING TO	A		present	yes	no			E
narrative	B	Access		Are you going		go			present	A	q	present	yes	no			E
narrative	B	Access		'm going		go	c		GOING TO	A		present	yes	no			E
narrative	B	Access		'm going		go	c		GOING TO	A		present	yes	no			E
narrative	B	Access		is moving		move			present	A		present	yes	no			E
narrative	B	Access		'm going		go in	c		present	A		present	yes	no			E
narrative	B	Access		's your mother going		go	c		GOING TO	A		present	yes	no			E
narrative	B	Access		was standing		stand			past	A		past	yes	no			E
narrative	B	Access		was waving		wave			past	A		past	yes	no			E
narrative	B	Access		was having		have			past	A		past	yes	no			E
narrative	B	Access		was hanging		hang out			past	A		past	yes	no			E
narrative	B	Access		was wagging		wag			past	A		past	yes	no			E
narrative	B	Access		was having		have			past	A		past	yes	no			E
narrative	B	Access		been having		have			perfect	A		hypothetical	yes	no			E
narrative	B	Access		was trying		try			past	A		past	yes	no			E
narrative	B	Access		been doing		do			perfect	A		past	yes	no			E
narrative	B	Access		was making		make			past	A		general	yes	no			E
narrative	B	Access		was saying		say			past	A		past	no	no			E
narrative	B	Access		was kind of limping		limp			past	A		past	yes	no			E
narrative	B	Access		was telling		tell			past	A		past	yes	no	framing		E
narrative	B	Access		was sitting		sit			past	A		past	yes	no			E
narrative	B	Access		was sitting in the living		sit			NOT progressive	A		past	yes	no			E
narrative	B	Access		was rubbing		rub			past	A		past	yes	no			E
narrative	B	Access		was thinking		think			past	A		general	yes	no			E
narrative	B	Access		was wondering		wonder			past	A		past	no	no			E
narrative	B	Access		are you talking		talk			present	A	q	present	yes	no			E
narrative	B	Access		was having		have			past	A		past	yes	yes			E
narrative	B	Access		was making		make			past	A		past	yes	no			E
narrative	B	Access		Are you looking		look for			present	A	q	present	yes	no			E
narrative	B	Access		are hurting		hurt			present	A		present	yes	yes			E
narrative	B	Access		's starting		start	c		present	A		present	no	no	gradual change		E
narrative	B	Access		's crying		cry	c		present	A		present	yes	no			E
narrative	B	Access		are you feeling		feel			present	A	q	present	yes	no			E
narrative	B	Access		is ever going		go			GOING TO	A		future	yes	no			E
narrative	B	Access		's waiting		wait	c		present	A		present	yes	no			E
narrative	B	Access		'm still waiting		wait	c		present	A		present	yes	no			E
narrative	B	Access		'm coming		come	c		present	A		present	yes	no			E
narrative	B	Access		are going		go			GOING TO	A		present	yes	no			E
narrative	B	Access		were sitting		sit			past	A		past	yes	no			E
narrative	B	Access		were reading		read			past	A		past	yes	no			E
narrative	B	Access		weren't listening		listen	c	n	past	A		past	yes	no			E
narrative	B	Access		was eating		eat			past	A		past	yes	no			E
narrative	B	Access		wasn't doing		do	c	n	past	A		past	yes	no			E
narrative	B	Access		was staying		stay			past	A		past	yes	no			E
narrative	B	Access		were talking		talk			past	A		past	yes	no	framing		E
narrative	B	Access		were feeding		feed			past	A		past	yes	no	framing		E
narrative	B	Access		was coming		come			past	A		past	yes	no			E
narrative	B	Access		'm going		go	c		GOING TO	A		present	yes	no			E
narrative	B	Access		was smiling		smile			past	A		past	no	no			E
narrative	B	Access		were walking		walk			past	A		past	yes	no	framing		E
narrative	B	Access		are you going		go			GOING TO	A	q	future	yes	no			E
narrative	B	Access		're going		go	c		GOING TO	A		present	yes	no			E
narrative	B	Access		is going		go			GOING TO	A		present	yes	no			E
narrative	B	Access		is melting		melt			present	A		present	yes	no			E
narrative	B	Access		're doing		do	c		present	A		present	yes	no			E
narrative	B	Access		was sitting		sit			past	A		past	yes	no			E
narrative	B	Access		is waiting		wait			present	A		present	yes	no			E
narrative	B	Access		was riding		ride			past	A		past	yes	no			E
narrative	B	Access		was running		run			past	A		past	yes	no			E
narrative	B	Access		're saying		say	c		present	A		present	yes	no			E
narrative	B	Access		's probably eating		eat	c		present	A		hypothetical	yes	no			E
narrative	B	Access		were standing		stand			past	A		past	yes	no			E
narrative	B	Access		was more afraid of losing		lose			NOT progressive	A		past	yes	no			E
narrative	B	Access		was of having		have			NOT progressive	A		past	yes	no			E
narrative	B	Access		is going		go			GOING TO	A		present	yes	no			E
narrative	B	Access		was eating		eat			past	A		past	yes	no			E
narrative	B	Access		was just fixing		fix			past	A		past	yes	no			E
narrative	B	Access		was looking		look			past	A		past	yes	no			E
narrative	B	Access		been waiting		wait			perfect	A		past/present	yes	no			E
narrative	B	Access		was Winn-Dixie, whining		whine			NOT progressive	A		past	yes	no			E
narrative	B	Access		are you doing		do			present	A	q	present	yes	no			E
narrative	B	Access		was shaking		shake			past	A		past	yes	no			E
narrative	B	Access		was shaking and trembling		tremble			past	A		past	yes	no			E
narrative	B	Access		was going		go			past	A		past	yes	no	framing		E
narrative	B	Access		was standing		stand			past	A		past	yes	no			E
narrative	B	Access		was looking		look			past	A		past	yes	no			E
narrative	B	Access		's going		go on	c		present	A	q	present	yes	no			E
narrative	B	Access		was chasing		chase			past	A		past	yes	no			E
narrative	B	Access		was lying		lie			past	A		past	yes	no			E
narrative	B	Access		was sitting		sit			past	A		past	yes	no			E
narrative	B	Access		were sitting		sit			past	A		past	yes	no			E
narrative	B	Access		was saying		say			past	A		past	no	no			E
narrative	B	Access		are you two doing		do			present	A	q	present	yes	no			E
narrative	B	Access		's all happening		happen	c		present	A		present	yes	no			E
narrative	B	Access		was going		go			GOING TO	A		past	yes	no			E
narrative	B	Access		was already trying		try			past	A		past	yes	no			E
narrative	B	Green Line		are you all waiting		wait for			present	A	q	present	yes	no			E
narrative	B	Green Line		was ... happening		happen			past	A		past	yes	no			E
narrative	B	Green Line		're working		work	c		present	A		present	yes	no			E
narrative	B	Green Line		are telling		tell			present	A		present	yes	no			E
narrative	B	Green Line		are talking		talk			present	A		present	yes	no			E
narrative	B	Green Line		was looking		look			past	A		past	yes	no			E
narrative	B	Green Line		's happening		happen	c		present	A		present	yes	no			E
narrative	B	Green Line		were listening		listen			past	A		past	yes	no	framing		E
narrative	B	Green Line		was thinking		think			past	A		past	no	no			E
narrative	B	Green Line		is really going		go			present	A		future	no	no			E
narrative	B	Green Line		was opening		open			past	A		past	yes	no	framing		E
narrative	B	Green Line		's what he's doing		do	c		present	A		unclear	unclear	no			E
narrative	B	Green Line		's doing		do	c		present	A		unclear	unclear	no			E
narrative	B	Green Line		was coming		come			past	A		past	yes	no			E
narrative	B	Green Line		's stopping		stop	c		present	A		future	no	no			E
narrative	B	Green Line		're getting		get	c		present	A		present	yes	no			E
narrative	B	Green Line		're holding		hold	c		present	A		present	yes	no			E
narrative	B	Green Line		're kissing		kiss	c		present	A		present	yes	no			E
narrative	B	Green Line		was turning		turn			past	A		past	yes	no	framing		E
narrative	B	Green Line		were already walking		walk			past	A		past	yes	no	framing		E
narrative	B	Green Line		was arriving		arrive			past	A		past	yes	no			E
narrative	B	Green Line		were running		run			past	A		past	yes	no			E
narrative	B	Green Line		were getting		get			past	A		past	yes	no	framing		E
narrative	B	Green Line		were closing		close			past	A		past	yes	no	framing		E
narrative	B	Green Line		was still standing		stand			past	A		past	yes	no			E
narrative	B	Green Line		're going		go	c		present	A		present	yes	no			E
narrative	B	Green Line		were living		live			past	A		past	yes	no	framing		E
narrative	B	Green Line		was screaming		scream			past	A		past	no	no			E
narrative	B	Green Line		was falling		fall			past	A		past	no	no			E
narrative	B	Green Line		was coming		come out			past	A		past	no	no			E
narrative	B	Green Line		was your sister wearing		wear			NOT progressive	A		past	yes	no			E
narrative	B	Green Line		was happening		happen			past	A		past	yes	no	framing		E
narrative	B	Green Line		was reading		read			past	A		past	yes	no	framing		E
narrative	B	Green Line		's looking		look	c		present	A		present	yes	no			E
narrative	B	Green Line		'm going		go	c		GOING TO	A		present	yes	no			E
narrative	B	Green Line		were putting		put			past	A		past	yes	no	framing		E
narrative	B	Green Line		was already running		run			past	A		past	yes	no			E
narrative	B	Green Line		was happening		happen			past	A		past	yes	no			E
narrative	B	Green Line		was writing		write			past	A		past	yes	no	framing		E
narrative	B	Green Line		were explaining		explain			past	A		past	yes	no	framing		E
narrative	B	Green Line		were having		have			past	A		past	yes	no	framing		E
narrative	B	Green Line		was doing		do			past	A		past	yes	yes			E
narrative	B	Green Line		's going		go	c		GOING TO	A		present	yes	no			E
narrative	B	Green Line		isn't going		go	c	n	GOING TO	A		present	yes	no			E
narrative	B	Green Line		'm starting		start	c		present	A		present	yes	no	gradual change		E
narrative	B	Green Line		were coming		come			past	A		past	yes	no	framing		E
narrative	B	Green Line		was reading		read			past	A		past	yes	no			E
narrative	B	Green Line		were talking		talk			past	A		past	yes	no	framing		E
narrative	B	Green Line		is going		go			GOING TO	A		present	yes	no			E
narrative	B	Green Line		is travelling		travel			NOT progressive	A		present	yes	no			E
narrative	B	Green Line		'm going		go	c		GOING TO	A		present	yes	no			E
narrative	B	Green Line		are going		go			GOING TO	A		present	yes	no			E
narrative	B	Green Line		is going		go			GOING TO	A		present	yes	no			E
narrative	B	Green Line		are looking		look			present	A		present	yes	no	framing		E
narrative	B	Green Line		was moving		move			past	A		past	yes	no	framing		E
narrative	B	Green Line		was looking		look			past	A		past	yes	no	framing		E
narrative	B	Green Line		are they doing		do			present	A	q	present	yes	no			E
narrative	B	Green Line		're acting		act	c		present	A		present	yes	no			E
narrative	B	Green Line		is watching		watch			present	A		present	yes	no			E
narrative	B	Green Line		're watching		watch	c		present	A		present	yes	no			E
narrative	B	Green Line		's drinking		drink	c		present	A		present	yes	no			E
narrative	B	Green Line		was drinking		drink			past	A		past	yes	no			E
narrative	B	Green Line		are we going		go			GOING TO	A	q	present	yes	no			E
narrative	B	Green Line		was still drinking		drink			past	A		past	yes	no	framing		E
narrative	B	Green Line		was singing		sing			past	A		past	yes	no	framing		E
narrative	B	Green Line		were eating		eat			past	A		past	yes	no	framing		E
narrative	B	Green Line		was talking		talk			past	A		past	yes	no			E
narrative	B	Green Line		was looking		look for			past	A		past	yes	no			E
narrative	B	Green Line		is happening		happen			present	A		present	yes	no			E
narrative	B	Green Line		is breaking		break			present	A		present	yes	yes			E
narrative	B	Green Line		's sleeping		sleep	c		present	A		present	yes	no			E
narrative	B	Green Line		was eating		eat			past	A		past	yes	no	framing		E
narrative	B	Green Line		is reading		read			present	A		present	yes	no			E
narrative	B	Green Line		is driving		drive			present	A		present	yes	no			E
narrative	B	Green Line		Were you trying		try			present	A	q	present	yes	no	framing		E
narrative	B	Green Line		were sitting		sit			past	A		past	yes	no			E
narrative	B	Green Line		were talking		talk			past	A		past	yes	no			E
narrative	B	Green Line		was lying		lie			past	A		past	yes	no			E
narrative	B	Green Line		were sitting		sit			past	A		past	yes	no			E
narrative	B	Green Line		're starting		start	c		present	A		present	yes	no			E
narrative	B	Green Line		wasn't raining		rain	c	n	past	A		past	yes	no	framing		E
narrative	B	Green Line		was raining		rain			past	A		past	yes	no	framing		E
narrative	B	Green Line		was walking		walk			past	A		past	yes	no			E
narrative	B	Green Line		Is he looking		look			present	A	q	present	yes	no			E
narrative	B	Green Line		was reading		read			past	A		past	yes	no			E
narrative	B	Green Line		's a running		run	c		NOT progressive	A		present	yes	no			E
narrative	B	Green Line		was running		run			past	A		past	yes	no			E
narrative	B	Green Line		was getting		get			past	A		past	yes	no	gradual change		E
narrative	B	Green Line		're going		go	c		GOING TO	A		present	yes	no			E
narrative	B	Green Line		was always running		run			past	A		past	yes	yes			E
narrative	B	Green Line		was going		go			GOING TO	A		past	yes	no			E
narrative	B	Green Line		was happening		happen			past	A	q	past	yes	no			E
narrative	B	Green Line		was keeping		keep up			past	A		past	yes	no			E
narrative	B	Green Line		was still reading		read			past	A		past	yes	no			E
narrative	B	Green Line		are watching		watch			present	A		present	yes	no			E
narrative	B	Green Line		were hiding		hide			past	A		past	yes	no			E
narrative	B	Green Line		was dying		die			past	A		past	yes	no			E
narrative	B	Green Line		was sitting		sit			past	A		past	yes	no			E
narrative	B	Green Line		was trying		try			past	A		past	yes	no			E
narrative	B	Green Line		were going		go			past	A		past	yes	no			E
narrative	B	Green Line		were sailing		sail			past	A		past	yes	no			E
narrative	B	Green Line		is going		go			GOING TO	A		present	yes	no			E
narrative	B	Green Line		is going		go			GOING TO	A		present	yes	no			E
narrative	B	Green Line		is waiting		wait			present	A		present	yes	no	framing		E
narrative	B	Green Line		is staying		stay			present	A		present	yes	no			E
narrative	B	Green Line		was looking		look			past	A		past	yes	no			E
narrative	B	New Green Line		's moving		move	c		present	A		present	yes	no			E
narrative	B	New Green Line		were excited about seeing		see			NOT progressive	A		past	yes	no			E
narrative	B	New Green Line		was just a passing		pass			NOT progressive	A		past	yes	no			E
narrative	B	New Green Line		are taking		take			present	A		past	yes	no			E
narrative	B	New Green Line		is telling		tell			present	A		present	yes	no			E
narrative	B	New Green Line		was doing		do			past	A		past	yes	yes			E
narrative	B	New Green Line		are having		have			present	A		present	yes	no			E
narrative	B	New Green Line		was writing		write			past	A		past	yes	no	framing		E
narrative	B	New Green Line		was writing and drawing		draw			past	A		past	yes	no	framing		E
narrative	B	New Green Line		was lying		lie			past	A		past	yes	no	framing		E
narrative	B	New Green Line		was drawing		draw			past	A		past	yes	no	framing		E
