words,obs.freq.1,obs.freq.2,exp.freq.1,exp.freq.2,pref.occur,delta.p.constr1.cues.word,delta.p.word.cues.constr1,coll.strength
lose,5,59,3.09,60.91,X.YF_prog_count.,0,0.03,1.06
kiss,2,17,0.92,18.08,X.YF_prog_count.,0,0.06,1.02
push,4,46,2.41,47.59,X.YF_prog_count.,0,0.03,0.93
concentrate,1,6,0.34,6.66,X.YF_prog_count.,0,0.09,0.92
dash,1,6,0.34,6.66,X.YF_prog_count.,0,0.09,0.92
deliver,1,6,0.34,6.66,X.YF_prog_count.,0,0.09,0.92
flick,1,6,0.34,6.66,X.YF_prog_count.,0,0.09,0.92
grasp,1,6,0.34,6.66,X.YF_prog_count.,0,0.09,0.92
recall,1,6,0.34,6.66,X.YF_prog_count.,0,0.09,0.92
whistle,1,6,0.34,6.66,X.YF_prog_count.,0,0.09,0.92
force,2,18,0.96,19.04,X.YF_prog_count.,0,0.05,0.91
mutter,2,18,0.96,19.04,X.YF_prog_count.,0,0.05,0.91
drive,3,33,1.74,34.26,X.YF_prog_count.,0,0.04,0.8
gather,2,19,1.01,19.99,X.YF_prog_count.,0,0.05,0.8
clap,1,7,0.39,7.61,X.YF_prog_count.,0,0.08,0.73
flow,1,7,0.39,7.61,X.YF_prog_count.,0,0.08,0.73
glow,1,7,0.39,7.61,X.YF_prog_count.,0,0.08,0.73
pray,1,7,0.39,7.61,X.YF_prog_count.,0,0.08,0.73
roll,3,34,1.78,35.22,X.YF_prog_count.,0,0.03,0.73
shiver,1,7,0.39,7.61,X.YF_prog_count.,0,0.08,0.73
slap,1,7,0.39,7.61,X.YF_prog_count.,0,0.08,0.73
suffer,1,7,0.39,7.61,X.YF_prog_count.,0,0.08,0.73
touch,3,34,1.78,35.22,X.YF_prog_count.,0,0.03,0.73
steal,2,20,1.06,20.94,X.YF_prog_count.,0,0.04,0.7
build,2,21,1.11,21.89,X.YF_prog_count.,0,0.04,0.61
enjoy,2,21,1.11,21.89,X.YF_prog_count.,0,0.04,0.61
face,2,21,1.11,21.89,X.YF_prog_count.,0,0.04,0.61
teach,2,21,1.11,21.89,X.YF_prog_count.,0,0.04,0.61
arrange,1,8,0.43,8.57,X.YF_prog_count.,0,0.06,0.58
chew,1,8,0.43,8.57,X.YF_prog_count.,0,0.06,0.58
doubt,1,8,0.43,8.57,X.YF_prog_count.,0,0.06,0.58
follow,5,68,3.52,69.48,X.YF_prog_count.,0,0.02,0.58
name,1,8,0.43,8.57,X.YF_prog_count.,0,0.06,0.58
scramble,1,8,0.43,8.57,X.YF_prog_count.,0,0.06,0.58
waste,1,8,0.43,8.57,X.YF_prog_count.,0,0.06,0.58
swing,2,22,1.16,22.84,X.YF_prog_count.,0,0.04,0.54
become,5,70,3.62,71.38,X.YF_prog_count.,0,0.02,0.5
smile,5,70,3.62,71.38,X.YF_prog_count.,0,0.02,0.5
argue,1,9,0.48,9.52,X.YF_prog_count.,0,0.05,0.45
protect,1,9,0.48,9.52,X.YF_prog_count.,0,0.05,0.45
squeeze,1,9,0.48,9.52,X.YF_prog_count.,0,0.05,0.45
swim,1,9,0.48,9.52,X.YF_prog_count.,0,0.05,0.45
die,4,56,2.89,57.11,X.YF_prog_count.,0,0.02,0.4
attack,1,10,0.53,10.47,X.YF_prog_count.,0,0.04,0.35
bow,1,10,0.53,10.47,X.YF_prog_count.,0,0.04,0.35
exist,1,10,0.53,10.47,X.YF_prog_count.,0,0.04,0.35
form,1,10,0.53,10.47,X.YF_prog_count.,0,0.04,0.35
march,1,10,0.53,10.47,X.YF_prog_count.,0,0.04,0.35
murmur,1,10,0.53,10.47,X.YF_prog_count.,0,0.04,0.35
shift,1,10,0.53,10.47,X.YF_prog_count.,0,0.04,0.35
rise,3,42,2.17,42.83,X.YF_prog_count.,0,0.02,0.3
flash,1,11,0.58,11.42,X.YF_prog_count.,0,0.04,0.27
speak,6,95,4.87,96.13,X.YF_prog_count.,0,0.01,0.26
beg,1,12,0.63,12.37,X.YF_prog_count.,0,0.03,0.2
float,1,12,0.63,12.37,X.YF_prog_count.,0,0.03,0.2
prove,1,12,0.63,12.37,X.YF_prog_count.,0,0.03,0.2
study,1,12,0.63,12.37,X.YF_prog_count.,0,0.03,0.2
sweep,1,12,0.63,12.37,X.YF_prog_count.,0,0.03,0.2
escape,1,13,0.67,13.33,X.YF_prog_count.,0,0.02,0.14
gasp,1,13,0.67,13.33,X.YF_prog_count.,0,0.02,0.14
scream,2,30,1.54,30.46,X.YF_prog_count.,0,0.01,0.13
change,3,48,2.46,48.54,X.YF_prog_count.,0,0.01,0.12
crawl,1,14,0.72,14.28,X.YF_prog_count.,0,0.02,0.1
get,35,655,33.26,656.74,X.YF_prog_count.,0,0,0.1
insist,1,14,0.72,14.28,X.YF_prog_count.,0,0.02,0.1
sniff,1,14,0.72,14.28,X.YF_prog_count.,0,0.02,0.1
struggle,1,14,0.72,14.28,X.YF_prog_count.,0,0.02,0.1
vanish,1,14,0.72,14.28,X.YF_prog_count.,0,0.02,0.1
bear,2,32,1.64,32.36,X.YF_prog_count.,0,0.01,0.08
wake,2,32,1.64,32.36,X.YF_prog_count.,0,0.01,0.08
gaze,1,15,0.77,15.23,X.YF_prog_count.,0,0.01,0.07
place,1,15,0.77,15.23,X.YF_prog_count.,0,0.01,0.07
pour,1,15,0.77,15.23,X.YF_prog_count.,0,0.01,0.07
call,8,146,7.42,146.58,X.YF_prog_count.,0,0,0.05
burst,1,16,0.82,16.18,X.YF_prog_count.,0,0.01,0.04
order,1,16,0.82,16.18,X.YF_prog_count.,0,0.01,0.04
pay,2,34,1.74,34.26,X.YF_prog_count.,0,0.01,0.04
sink,1,16,0.82,16.18,X.YF_prog_count.,0,0.01,0.04
bet,1,17,0.87,17.13,X.YF_prog_count.,0,0.01,0.02
remind,1,17,0.87,17.13,X.YF_prog_count.,0,0.01,0.02
write,3,55,2.8,55.2,X.YF_prog_count.,0,0,0.02
return,2,37,1.88,37.12,X.YF_prog_count.,0,0,0.01
rub,1,18,0.92,18.08,X.YF_prog_count.,0,0,0.01
spread,1,18,0.92,18.08,X.YF_prog_count.,0,0,0.01
breathe,1,19,0.96,19.04,X.YF_prog_count.,0,0,0
consider,1,19,0.96,19.04,X.YF_prog_count.,0,0,0
rest,1,19,0.96,19.04,X.YF_prog_count.,0,0,0
stretch,1,19,0.96,19.04,X.YF_prog_count.,0,0,0
