words,obs.freq.1,obs.freq.2,exp.freq.1,exp.freq.2,pref.occur,delta.p.constr1.cues.word,delta.p.word.cues.constr1,coll.strength
starve,1,1,0.1,1.9,X.TxB_Nar_prog_count.,0,0.45,3.4
strut,1,1,0.1,1.9,X.TxB_Nar_prog_count.,0,0.45,3.4
thud,1,1,0.1,1.9,X.TxB_Nar_prog_count.,0,0.45,3.4
tramp,1,1,0.1,1.9,X.TxB_Nar_prog_count.,0,0.45,3.4
wail,1,1,0.1,1.9,X.TxB_Nar_prog_count.,0,0.45,3.4
cry,6,51,2.74,54.26,X.TxB_Nar_prog_count.,0,0.06,3.09
drive,6,51,2.74,54.26,X.TxB_Nar_prog_count.,0,0.06,3.09
draw,3,17,0.96,19.04,X.TxB_Nar_prog_count.,0,0.1,2.98
hide,4,28,1.54,30.46,X.TxB_Nar_prog_count.,0,0.08,2.93
interrupt,2,8,0.48,9.52,X.TxB_Nar_prog_count.,0,0.15,2.92
wag,2,8,0.48,9.52,X.TxB_Nar_prog_count.,0,0.15,2.92
sink,3,18,1.01,19.99,X.TxB_Nar_prog_count.,0,0.09,2.76
speak,8,82,4.33,85.67,X.TxB_Nar_prog_count.,0,0.04,2.66
stare,5,42,2.26,44.74,X.TxB_Nar_prog_count.,0,0.06,2.64
breathe,2,9,0.53,10.47,X.TxB_Nar_prog_count.,0,0.13,2.6
clear,2,9,0.53,10.47,X.TxB_Nar_prog_count.,0,0.13,2.6
rub,2,9,0.53,10.47,X.TxB_Nar_prog_count.,0,0.13,2.6
behave,1,2,0.14,2.86,X.TxB_Nar_prog_count.,0,0.29,2.45
bug,1,2,0.14,2.86,X.TxB_Nar_prog_count.,0,0.29,2.45
dread,1,2,0.14,2.86,X.TxB_Nar_prog_count.,0,0.29,2.45
experience,1,2,0.14,2.86,X.TxB_Nar_prog_count.,0,0.29,2.45
scrape,1,2,0.14,2.86,X.TxB_Nar_prog_count.,0,0.29,2.45
shiver,1,2,0.14,2.86,X.TxB_Nar_prog_count.,0,0.29,2.45
smuggle,1,2,0.14,2.86,X.TxB_Nar_prog_count.,0,0.29,2.45
sort,1,2,0.14,2.86,X.TxB_Nar_prog_count.,0,0.29,2.45
store,1,2,0.14,2.86,X.TxB_Nar_prog_count.,0,0.29,2.45
tremble,1,2,0.14,2.86,X.TxB_Nar_prog_count.,0,0.29,2.45
sing,6,58,3.08,60.92,X.TxB_Nar_prog_count.,0,0.05,2.32
travel,4,32,1.73,34.27,X.TxB_Nar_prog_count.,0,0.06,2.32
pack,2,10,0.58,11.42,X.TxB_Nar_prog_count.,0,0.12,2.31
struggle,2,10,0.58,11.42,X.TxB_Nar_prog_count.,0,0.12,2.31
whisper,5,45,2.4,47.6,X.TxB_Nar_prog_count.,0,0.05,2.28
cheer,2,11,0.62,12.38,X.TxB_Nar_prog_count.,0,0.11,2.06
race,2,11,0.62,12.38,X.TxB_Nar_prog_count.,0,0.11,2.06
ignore,1,3,0.19,3.81,X.TxB_Nar_prog_count.,0,0.2,1.87
kneel,1,3,0.19,3.81,X.TxB_Nar_prog_count.,0,0.2,1.87
pound,1,3,0.19,3.81,X.TxB_Nar_prog_count.,0,0.2,1.87
risk,1,3,0.19,3.81,X.TxB_Nar_prog_count.,0,0.2,1.87
stream,1,3,0.19,3.81,X.TxB_Nar_prog_count.,0,0.2,1.87
beat,2,12,0.67,13.33,X.TxB_Nar_prog_count.,0,0.09,1.84
practise,2,12,0.67,13.33,X.TxB_Nar_prog_count.,0,0.09,1.84
study,2,12,0.67,13.33,X.TxB_Nar_prog_count.,0,0.09,1.84
live,13,173,8.94,177.06,X.TxB_Nar_prog_count.,0,0.02,1.72
act,2,13,0.72,14.28,X.TxB_Nar_prog_count.,0,0.09,1.64
collect,2,13,0.72,14.28,X.TxB_Nar_prog_count.,0,0.09,1.64
hold,8,98,5.09,100.91,X.TxB_Nar_prog_count.,0,0.03,1.5
arrest,1,4,0.24,4.76,X.TxB_Nar_prog_count.,0,0.15,1.46
complain,1,4,0.24,4.76,X.TxB_Nar_prog_count.,0,0.15,1.46
invent,1,4,0.24,4.76,X.TxB_Nar_prog_count.,0,0.15,1.46
kiss,2,14,0.77,15.23,X.TxB_Nar_prog_count.,0,0.08,1.46
record,1,4,0.24,4.76,X.TxB_Nar_prog_count.,0,0.15,1.46
repair,1,4,0.24,4.76,X.TxB_Nar_prog_count.,0,0.15,1.46
search,1,4,0.24,4.76,X.TxB_Nar_prog_count.,0,0.15,1.46
swim,2,14,0.77,15.23,X.TxB_Nar_prog_count.,0,0.08,1.46
treat,1,4,0.24,4.76,X.TxB_Nar_prog_count.,0,0.15,1.46
wander,1,4,0.24,4.76,X.TxB_Nar_prog_count.,0,0.15,1.46
wash,2,14,0.77,15.23,X.TxB_Nar_prog_count.,0,0.08,1.46
get,42,685,34.94,692.06,X.TxB_Nar_prog_count.,0,0.01,1.45
hurry,3,28,1.49,29.51,X.TxB_Nar_prog_count.,0,0.05,1.26
apply,1,5,0.29,5.71,X.TxB_Nar_prog_count.,0,0.12,1.16
attack,1,5,0.29,5.71,X.TxB_Nar_prog_count.,0,0.12,1.16
grin,1,5,0.29,5.71,X.TxB_Nar_prog_count.,0,0.12,1.16
scan,1,5,0.29,5.71,X.TxB_Nar_prog_count.,0,0.12,1.16
slide,1,5,0.29,5.71,X.TxB_Nar_prog_count.,0,0.12,1.16
pay,3,31,1.63,32.37,X.TxB_Nar_prog_count.,0,0.04,0.97
attend,1,6,0.34,6.66,X.TxB_Nar_prog_count.,0,0.09,0.92
lower,1,6,0.34,6.66,X.TxB_Nar_prog_count.,0,0.09,0.92
pray,1,6,0.34,6.66,X.TxB_Nar_prog_count.,0,0.09,0.92
change,4,48,2.5,49.5,X.TxB_Nar_prog_count.,0,0.03,0.81
creep,1,7,0.38,7.62,X.TxB_Nar_prog_count.,0,0.08,0.73
fade,1,7,0.38,7.62,X.TxB_Nar_prog_count.,0,0.08,0.73
introduce,1,7,0.38,7.62,X.TxB_Nar_prog_count.,0,0.08,0.73
organize,1,7,0.38,7.62,X.TxB_Nar_prog_count.,0,0.08,0.73
surround,1,7,0.38,7.62,X.TxB_Nar_prog_count.,0,0.08,0.73
train,1,7,0.38,7.62,X.TxB_Nar_prog_count.,0,0.08,0.73
sleep,3,35,1.83,36.17,X.TxB_Nar_prog_count.,0,0.03,0.67
buy,4,52,2.69,53.31,X.TxB_Nar_prog_count.,0,0.02,0.59
address,1,8,0.43,8.57,X.TxB_Nar_prog_count.,0,0.06,0.58
clean,1,8,0.43,8.57,X.TxB_Nar_prog_count.,0,0.06,0.58
interview,1,8,0.43,8.57,X.TxB_Nar_prog_count.,0,0.06,0.58
come,35,609,30.95,613.05,X.TxB_Nar_prog_count.,0,0.01,0.55
smile,10,157,8.03,158.97,X.TxB_Nar_prog_count.,0,0.01,0.48
raise,2,23,1.2,23.8,X.TxB_Nar_prog_count.,0,0.03,0.47
join,3,39,2.02,39.98,X.TxB_Nar_prog_count.,0,0.02,0.44
think,26,454,23.07,456.93,X.TxB_Nar_prog_count.,0,0.01,0.38
pour,1,10,0.53,10.47,X.TxB_Nar_prog_count.,0,0.04,0.35
roar,1,10,0.53,10.47,X.TxB_Nar_prog_count.,0,0.04,0.35
fight,2,26,1.35,26.65,X.TxB_Nar_prog_count.,0,0.02,0.29
develop,1,11,0.58,11.42,X.TxB_Nar_prog_count.,0,0.04,0.27
pretend,1,11,0.58,11.42,X.TxB_Nar_prog_count.,0,0.04,0.27
wrap,1,11,0.58,11.42,X.TxB_Nar_prog_count.,0,0.04,0.27
hurt,2,27,1.39,27.61,X.TxB_Nar_prog_count.,0,0.02,0.25
build,2,28,1.44,28.56,X.TxB_Nar_prog_count.,0,0.02,0.2
earn,1,12,0.62,12.38,X.TxB_Nar_prog_count.,0,0.03,0.2
kick,1,13,0.67,13.33,X.TxB_Nar_prog_count.,0,0.02,0.15
shoot,1,13,0.67,13.33,X.TxB_Nar_prog_count.,0,0.02,0.15
pass,3,48,2.45,48.55,X.TxB_Nar_prog_count.,0,0.01,0.12
crash,1,15,0.77,15.23,X.TxB_Nar_prog_count.,0,0.01,0.07
stick,1,15,0.77,15.23,X.TxB_Nar_prog_count.,0,0.01,0.07
save,2,33,1.68,33.32,X.TxB_Nar_prog_count.,0,0.01,0.06
stay,5,89,4.52,89.48,X.TxB_Nar_prog_count.,0,0.01,0.05
send,3,54,2.74,54.26,X.TxB_Nar_prog_count.,0,0,0.03
head,1,17,0.87,17.13,X.TxB_Nar_prog_count.,0,0.01,0.02
sell,1,17,0.87,17.13,X.TxB_Nar_prog_count.,0,0.01,0.02
realise,1,19,0.96,19.04,X.TxB_Nar_prog_count.,0,0,0
tell,20,394,19.9,394.1,X.TxB_Nar_prog_count.,0,0,0
