Filename	Words	AWL	TTR	LD	DT	JJAT	POS	NCOMP	QUAN	ACT	ASPECT	CAUSE	COMM	CUZ	CC	CONC	COND	EX	EXIST	ELAB	FREQ	JJPR	MENTAL	OCCUR	DOAUX	QUTAG	QUPR	SPLIT	STPR	WHQU	THSC	WHSC	CONT	VBD	VPRT	PLACE	PROG	HGOT	BEMA	MDCA	MDCO	TIME	THATD	THRC	VIMP	MDMM	ABLE	MDNE	MDWS	MDWO	XX0	PASS	PGET	VBG	VBN	PEAS	GTO	FPP1S	FPP1P	TPP3S	TPP3P	SPP2	PIT	PRP	RP	AMP	CD	DEMO	DMA	DWNT	EMO	EMPH	FPUH	HDG	HST	IN	LIKE	NN	POLITE	RB	SO	URL	YNQU
HT_4_Informative_0006.txt	513	4.5419	0.512500	0.575049	32.7586	16.0920	3.4483	5.7471	1.7241	22.5000	5.0000	0	7.5000	0	45.0000	0	0	0	12.5000	2.5000	0	2.5000	15.0000	7.5000	2.5000	0	0	7.5000	10.0000	0	0	12.5000	10.0000	37.5000	50.0000	0	0	0	7.5000	0	0	12.5000	0	0	7.5000	0	0	0	5.0000	0	5.0000	20.0000	0	7.5000	0	7.5000	0	5.0000	0	37.5000	7.5000	15.0000	2.5000	0	5.0000	0.1949	0.7797	0.3899	0	0	0	0.3899	0.1949	0	0	11.6959	0	33.9181	0	0.7797	0	0	0
Solutions_Intermediate_Plus_Spoken_0015.txt	868	3.8975	0.322500	0.510369	30.9091	18.1818	0	7.8788	7.2727	14.4444	2.2222	1.1111	4.4444	5.5556	47.7778	3.3333	1.1111	8.8889	4.4444	0	6.6667	24.4444	15.5556	1.1111	1.1111	0	3.3333	1.1111	0	0	4.4444	8.8889	41.1111	3.3333	88.8889	0	1.1111	2.2222	33.3333	2.2222	0	1.1111	1.1111	2.2222	1.1111	0	0	0	1.1111	3.3333	7.7778	0	0	3.3333	1.1111	2.2222	1.1111	71.1111	18.8889	26.6667	1.1111	6.6667	2.2222	0	2.2222	0.1152	0.4608	0.5760	0.6912	0	0	2.1889	0.3456	0.1152	0	8.4101	0.3456	19.0092	0.1152	3.4562	0	0	0
English_In_Mind_4_Spoken_0005.txt	608	3.8076	0.442500	0.516447	36.3636	15.1515	1.5152	7.5758	7.5758	17.8082	0	1.3699	10.9589	0	19.1781	1.3699	2.7397	5.4795	2.7397	0	2.7397	21.9178	28.7671	1.3699	6.8493	0	6.8493	2.7397	4.1096	9.5890	2.7397	8.2192	50.6849	12.3288	72.6027	0	12.3288	4.1096	27.3973	0	4.1096	5.4795	4.1096	1.3699	4.1096	0	0	2.7397	2.7397	1.3699	9.5890	4.1096	1.3699	6.8493	1.3699	8.2192	0	38.3562	12.3288	10.9589	1.3699	24.6575	19.1781	0	2.7397	0	1.4803	0.6579	1.9737	0	0	1.6447	2.1382	0.4934	0	7.2368	0.1645	10.8553	0.1645	3.2895	0.1645	0	0.4934
Achievers_B2_Informative_0008.txt	593	4.1872	0.500000	0.517707	30.6306	15.3153	1.8018	9.0090	2.7027	34.3750	3.1250	0	25.0000	3.1250	28.1250	0	1.5625	1.5625	0	0	6.2500	9.3750	12.5000	1.5625	1.5625	0	6.2500	4.6875	0	0	6.2500	9.3750	14.0625	67.1875	18.7500	3.1250	3.1250	0	10.9375	0	9.3750	4.6875	3.1250	0	1.5625	0	4.6875	1.5625	0	1.5625	14.0625	7.8125	1.5625	4.6875	6.2500	14.0625	1.5625	25.0000	6.2500	50.0000	4.6875	3.1250	17.1875	0	3.1250	0.5059	1.0118	0.3373	0.1686	0.1686	0	0.1686	0	0	0	10.1180	0.1686	18.7184	0	2.3609	0.5059	0	0.1686
Achievers_A1_Instructional_0007.txt	905	4.5326	0.422500	0.574586	36.4754	6.5574	2.4590	6.5574	3.6885	29.6610	1.6949	0.8475	23.7288	0	22.0339	0	3.3898	1.6949	3.3898	0	2.5424	6.7797	22.0339	0	3.3898	0	1.6949	0	1.6949	14.4068	1.6949	5.0847	4.2373	3.3898	28.8136	0.8475	2.5424	0	9.3220	2.5424	0	5.9322	1.6949	0	65.2542	0	0	0	0	0	3.3898	0.8475	0	8.4746	0.8475	0	0	1.6949	0	0.8475	2.5424	32.2034	3.3898	0	0.8475	0.1105	0.8840	0.2210	0	0	0	0.3315	0	0.1105	0	10.4972	0.1105	26.9613	0.1105	0.6630	0	0	0.1105
Solutions_Pre-Intermediate_ELF_Spoken_0001.txt	946	3.8362	0.402500	0.517970	23.0303	8.4848	1.8182	10.9091	10.9091	15.9292	0.8850	2.6549	1.7699	0	13.2743	0	0.8850	8.8496	1.7699	0	0.8850	19.4690	23.8938	0	15.9292	0	1.7699	0	0.8850	14.1593	0	4.4248	37.1681	20.3540	69.0265	7.9646	7.0796	4.4248	23.8938	3.5398	0.8850	6.1947	0.8850	0	6.1947	0	0	0	0	0	18.5841	0	0	1.7699	0	0	0	49.5575	8.8496	8.8496	2.6549	29.2035	15.9292	0	2.6549	0.2114	0.7400	1.0571	2.1142	0.1057	0	1.4799	2.0085	0	0	5.8140	0.3171	17.4419	0.5285	2.3256	0	0	1.0571
HT_4_Instructional_0007.txt	926	4.4179	0.437500	0.565875	31.2500	11.6667	3.3333	5.4167	3.7500	20.9524	0	4.7619	25.7143	0	32.3810	0	2.8571	0.9524	0.9524	0	1.9048	5.7143	31.4286	0	4.7619	0	0	0.9524	0.9524	10.4762	0	12.3810	3.8095	5.7143	38.0952	0	2.8571	0.9524	8.5714	0.9524	0	6.6667	0.9524	0.9524	53.3333	0	0	0	0	1.9048	1.9048	0	0	2.8571	1.9048	4.7619	0	0.9524	1.9048	7.6190	8.5714	24.7619	10.4762	0	9.5238	0.2160	1.1879	1.0799	0	0	0	0.2160	0	0	0	10.5832	0.2160	25.9179	0	0.5400	0	0	0.6479
JTT_4_Personal_0002.txt	502	3.8406	0.480000	0.496016	24.4186	20.9302	0	3.4884	2.3256	20.3390	0	10.1695	5.0847	0	23.7288	0	5.0847	0	3.3898	0	3.3898	11.8644	23.7288	0	1.6949	0	0	1.6949	0	0	5.0847	1.6949	18.6441	23.7288	61.0169	3.3898	5.0847	0	15.2542	1.6949	0	11.8644	3.3898	1.6949	5.0847	0	0	1.6949	6.7797	0	6.7797	8.4746	0	3.3898	6.7797	8.4746	6.7797	62.7119	6.7797	3.3898	0	49.1525	20.3390	0	3.3898	0.5976	1.1952	0.3984	0	0	0	0.7968	0	0.1992	0	10.9562	0.5976	17.1315	0	1.3944	0	0	0
Achievers_B1_Instructional_0007.txt	913	4.5203	0.407500	0.575027	31.6327	10.7143	2.5510	6.6327	2.0408	21.0938	3.9062	0.7812	21.8750	0	25.0000	0	1.5625	0	2.3438	0	1.5625	10.1562	34.3750	2.3438	9.3750	0	3.1250	0	0.7812	16.4062	1.5625	4.6875	3.9062	4.6875	35.9375	0	3.9062	0	9.3750	3.1250	1.5625	1.5625	4.6875	1.5625	50.7812	0.7812	0	1.5625	0.7812	0.7812	2.3438	0.7812	0	2.3438	0	0	1.5625	1.5625	0.7812	4.6875	5.4688	35.1562	5.4688	0	1.5625	0.1095	0.5476	0.5476	0	0	0	0.3286	0	0	0	10.6243	0	21.4677	0	0.9858	0	0	0.4381
Access_4_Poetry_0001.txt	1069	3.9532	0.427500	0.528531	25.2066	9.5041	0	5.3719	2.0661	29.3651	1.5873	1.5873	1.5873	0	16.6667	0	0	3.9683	6.3492	0	4.7619	15.0794	13.4921	4.7619	3.9683	0	5.5556	0	0	5.5556	3.9683	4.7619	25.3968	25.3968	62.6984	1.5873	5.5556	3.1746	24.6032	1.5873	3.1746	7.1429	0.7937	0.7937	2.3810	0	0	0.7937	3.1746	0.7937	7.9365	5.5556	0	4.7619	0	3.1746	0	27.7778	3.9683	4.7619	5.5556	42.8571	29.3651	0	1.5873	0	0.0935	1.4032	0.3742	0	0	0.6548	0	0	0	9.6352	0.1871	22.6380	0	0.7484	0	0	0.1871
NB_2_Narrative_0011.txt	619	4.4168	0.460000	0.541195	45.2830	13.2075	6.2893	9.4340	0	41.0714	3.5714	0	12.5000	1.7857	37.5000	0	0	3.5714	3.5714	0	1.7857	8.9286	12.5000	1.7857	5.3571	0	0	3.5714	0	0	3.5714	7.1429	0	0	96.4286	12.5000	12.5000	0	10.7143	1.7857	0	3.5714	1.7857	0	0	0	0	1.7857	0	0	5.3571	1.7857	0	30.3571	3.5714	0	0	0	8.9286	62.5000	8.9286	0	1.7857	0	10.7143	0	0.4847	0	0	0	0	0	0	0.1616	0	13.7318	0	25.6866	0	2.7464	0	0	0
Solutions_Intermediate_Plus_Spoken_0006.txt	523	4.1836	0.470000	0.470363	36.6667	23.3333	0	1.6667	21.6667	17.4603	7.9365	0	9.5238	1.5873	34.9206	0	1.5873	1.5873	1.5873	0	7.9365	19.0476	17.4603	0	3.1746	0	14.2857	7.9365	0	0	6.3492	15.8730	30.1587	12.6984	79.3651	3.1746	14.2857	0	14.2857	1.5873	0	4.7619	6.3492	1.5873	0	0	0	4.7619	1.5873	0	7.9365	3.1746	0	17.4603	3.1746	7.9365	4.7619	55.5556	0	0	15.8730	0	23.8095	0	6.3492	0.9560	1.1472	0.1912	0.3824	0	0	1.7208	0	0	0	8.9866	0.1912	11.4723	0	4.0153	0.3824	0	0
GreenLine_5_Informative_0005.txt	896	4.4721	0.512500	0.535714	31.4050	24.3802	4.1322	6.1983	6.1983	30.8824	2.9412	0	5.8824	1.4706	64.7059	2.9412	1.4706	5.8824	2.9412	0	0	26.4706	25.0000	1.4706	5.8824	0	1.4706	2.9412	0	0	1.4706	10.2941	2.9412	42.6471	39.7059	0	1.4706	0	33.8235	1.4706	1.4706	4.4118	2.9412	2.9412	2.9412	2.9412	0	2.9412	2.9412	2.9412	10.2941	8.8235	0	22.0588	5.8824	7.3529	0	0	0	17.6471	14.7059	1.4706	10.2941	1.4706	0	0.3348	0.8929	0.2232	0	0.1116	0	0.8929	0	0.1116	0	12.7232	0.4464	27.0089	0	1.6741	0	0	0.2232
English_in_Mind_1_Informative_0006.txt	648	4.0849	0.485000	0.520062	36.0294	8.0882	1.4706	7.3529	1.4706	20.0000	5.2632	4.2105	4.2105	0	22.1053	0	0	0	0	0	1.0526	7.3684	18.9474	2.1053	3.1579	0	2.1053	0	1.0526	0	5.2632	5.2632	11.5789	73.6842	16.8421	4.2105	3.1579	0	12.6316	1.0526	2.1053	1.0526	2.1053	1.0526	3.1579	0	0	1.0526	2.1053	0	9.4737	6.3158	0	2.1053	1.0526	2.1053	1.0526	11.5789	1.0526	42.1053	22.1053	0	6.3158	0	4.2105	0	1.6975	0.4630	0.1543	0	0	0.1543	0.1543	0	0	9.2593	0	20.9877	0	1.6975	0.3086	0	0
HT_4_Spoken_0011.txt	836	3.9940	0.387500	0.517943	20.0000	15.2000	3.2000	9.6000	5.6000	17.0940	1.7094	1.7094	5.1282	0.8547	18.8034	0.8547	0	10.2564	1.7094	0	0.8547	13.6752	20.5128	3.4188	7.6923	1.7094	2.5641	1.7094	0.8547	8.5470	1.7094	0.8547	34.1880	12.8205	67.5214	4.2735	6.8376	0	17.9487	6.8376	0	5.9829	1.7094	0	4.2735	0	0	2.5641	3.4188	2.5641	13.6752	0.8547	0	3.4188	0.8547	5.1282	0	36.7521	8.5470	0	3.4188	24.7863	17.0940	0.8547	0	0.1196	0.8373	1.4354	3.1100	0	0	0.5981	0.8373	0.4785	0	5.7416	0.2392	14.9522	0.4785	1.6746	0.1196	0.1196	1.0766
GreenLine_2_Instructional_0011.txt	801	4.2235	0.432500	0.529338	35.3234	12.9353	1.4925	7.4627	5.4726	12.5000	2.2727	2.2727	29.5455	0	22.7273	0	3.4091	0	1.1364	0	4.5455	13.6364	27.2727	3.4091	11.3636	0	1.1364	0	1.1364	21.5909	0	21.5909	3.4091	14.7727	46.5909	1.1364	4.5455	0	15.9091	9.0909	1.1364	2.2727	1.1364	0	28.4091	0	0	0	0	0	4.5455	0	0	4.5455	1.1364	0	0	0	0	0	6.8182	38.6364	2.2727	0	1.1364	0.1248	0.3745	0.6242	0	0	0	0.3745	0	0	0	11.2360	0.4994	25.0936	0	0.8739	0	0	0.7491
Access_2_Spoken_0001.txt	623	3.8106	0.427500	0.531300	16.1017	7.6271	1.6949	4.2373	6.7797	19.2308	1.2821	0	17.9487	1.2821	20.5128	0	2.5641	2.5641	0	1.2821	3.8462	14.1026	23.0769	0	14.1026	0	2.5641	0	2.5641	21.7949	0	2.5641	16.6667	38.4615	47.4359	2.5641	0	0	23.0769	10.2564	0	12.8205	0	0	1.2821	0	0	2.5641	0	0	11.5385	0	0	1.2821	0	0	0	35.8974	7.6923	14.1026	2.5641	37.1795	10.2564	0	0	0	0.4815	0.4815	1.9262	0	0	0.8026	2.5682	0.4815	0	6.5811	0.4815	18.9406	0.9631	2.2472	0.4815	0	0.9631
