Filename	Words	AWL	TTR	LD	ABLE	ACT	AMP	ASPECT	BEMA	CAUSE	CC	CD	COMM	CONC	COND	CONT	CUZ	DEMO	DMA	DOAUX	DT	DWNT	ELAB	EMO	EMPH	EX	EXIST	FPP1P	FPP1S	FPUH	FREQ	GTO	HDG	HGOT	HST	IN	JJAT	JJPR	LIKE	MDCA	MDCO	MDMM	MDNE	MDWO	MDWS	MENTAL	NCOMP	NN	OCCUR	PASS	PEAS	PGET	PIT	PLACE	POLITE	POS	PROG	PRP	QUAN	QUPR	QUTAG	RB	RP	SO	SPLIT	SPP2	STPR	THATD	THRC	THSC	TIME	TPP3P	TPP3S	URL	VBD	VBG	VBN	VIMP	VPRT	WHQU	WHSC	XX0	YNQU
English_in_Mind_1_Instructional_0006.txt	954	4.2600	0.427500	0.537736	0	27	1	6	11	2	24	6	28	0	1	11	1	12	0	11	88	0	0	0	4	0	2	4	12	1	2	0	0	0	0	100	29	6	0	4	0	0	0	0	0	30	10	229	1	0	0	0	9	3	0	2	12	0	7	1	1	7	1	0	0	35	0	3	1	2	4	7	3	0	3	2	2	48	52	24	5	8	7
Solutions_Intermediate_Plus_Spoken_0033.txt	800	4.5525	0.477500	0.508750	0	11	9	2	19	3	32	13	9	2	1	7	0	9	6	2	71	1	0	0	1	3	8	15	5	2	3	0	1	0	0	94	38	11	3	1	0	1	1	0	1	14	9	174	1	3	10	0	14	0	4	1	4	0	23	4	0	7	0	0	3	3	0	2	2	4	4	13	0	0	4	6	2	1	66	4	5	2	2
GreenLine_2_Instructional_0008.txt	921	4.2725	0.397500	0.539631	0	27	1	6	12	1	38	6	21	0	0	0	0	10	0	17	93	0	0	0	0	0	1	0	0	3	6	0	0	0	0	71	17	7	3	7	0	0	1	0	0	21	20	251	6	0	1	0	4	1	2	6	5	0	10	1	0	11	4	0	1	31	1	1	0	0	1	5	10	0	13	2	0	44	43	35	8	1	3
New_GreenLine_5_Narrative_0002.txt	922	4.0054	0.462500	0.543384	0	43	0	5	22	1	34	6	14	2	5	25	1	8	4	4	44	0	0	0	9	1	3	13	35	2	5	0	1	0	0	64	22	20	2	5	1	0	0	2	0	22	8	168	0	5	2	0	8	5	2	9	7	0	3	3	0	26	12	4	5	11	2	5	0	2	3	11	39	0	12	11	2	0	93	1	4	6	4
Solutions_Elementary_ELF_Spoken_0008.txt	666	4.3363	0.462500	0.490991	0	24	3	2	18	1	28	12	5	0	1	12	1	5	9	7	45	0	0	0	7	0	2	1	4	0	2	0	0	0	0	72	24	10	0	4	1	0	2	0	1	10	2	130	4	2	0	0	5	0	1	2	4	0	10	0	3	17	1	1	1	2	4	0	0	0	4	14	37	0	33	2	3	0	34	4	4	11	3
JTT_5_Informative_0006.txt	868	4.6279	0.522500	0.596774	0	21	2	4	12	3	34	10	14	0	2	2	1	4	0	3	80	0	0	0	4	1	2	3	4	1	2	0	1	0	0	97	38	10	0	1	0	0	3	0	0	9	19	294	4	11	1	0	6	0	0	7	0	0	12	5	0	4	1	0	2	5	3	0	0	3	1	14	6	0	24	3	6	2	44	0	3	3	0
Achievers_B1_Instructional_0005.txt	884	4.6301	0.452500	0.579186	0	26	0	5	7	1	32	7	15	0	2	0	0	5	0	6	77	0	0	0	3	1	3	0	1	0	3	0	1	0	0	97	19	13	0	6	1	0	0	0	0	45	19	221	1	1	4	1	8	0	0	1	1	0	21	1	0	12	1	0	1	36	1	2	1	1	6	7	0	0	3	2	1	66	36	11	7	0	6
Solutions_Intermediate_Plus_Spoken_0012.txt	682	4.2038	0.517500	0.538123	0	26	0	1	11	0	19	4	6	0	1	15	1	3	2	4	41	0	0	0	9	0	1	4	23	4	1	1	1	0	0	73	28	14	0	3	2	1	9	0	0	11	6	134	1	3	10	0	13	9	7	2	2	0	6	3	0	18	3	1	1	27	0	1	0	1	4	4	0	0	16	3	3	12	21	5	3	11	0
English_in_Mind_1_Personal_0002.txt	745	3.9463	0.445000	0.528859	0	19	1	2	18	0	22	1	12	0	0	44	0	7	1	2	33	0	0	0	7	1	1	18	27	7	3	5	0	0	0	65	13	16	1	3	0	0	3	0	1	15	6	132	1	0	6	0	9	12	4	3	19	0	15	2	0	13	2	5	3	28	0	1	0	1	6	3	8	0	12	4	1	4	56	4	4	9	6
English_In_Mind_2_Instructional_0011.txt	717	4.1967	0.415000	0.517434	0	22	1	7	4	1	26	4	22	0	2	0	0	3	0	9	87	0	0	0	0	1	1	1	0	3	4	1	0	0	0	88	18	8	1	1	2	0	0	2	0	24	6	176	2	2	1	0	4	0	0	3	0	0	2	1	0	5	1	0	0	18	1	0	1	1	1	3	5	0	14	1	4	43	21	21	4	1	4
GreenLine_2_Narrative_0001.txt	665	4.2436	0.490000	0.502256	0	17	3	3	20	1	27	14	11	0	0	2	2	5	0	4	38	0	0	0	6	3	3	0	12	1	1	0	2	1	0	66	13	13	1	4	0	0	1	0	0	13	5	159	0	2	0	0	4	2	0	7	0	0	4	2	0	17	5	4	1	6	1	1	0	2	6	12	21	0	54	3	1	4	19	2	7	6	1
GreenLine_2_Instructional_0006.txt	894	4.0391	0.392500	0.506711	0	32	0	4	12	2	24	8	21	0	0	0	0	9	0	16	84	0	1	0	3	1	2	0	0	0	4	3	0	1	0	79	11	12	4	12	0	0	1	0	0	14	23	234	2	0	4	0	4	1	0	2	1	0	4	2	0	5	0	1	1	39	0	1	0	0	5	10	5	0	2	1	0	25	69	28	16	4	6
New_GreenLine_4_Narrative_0004.txt	762	4.2087	0.472500	0.509186	0	22	2	2	12	1	20	5	22	0	0	20	0	5	0	4	45	0	0	0	6	0	1	0	3	1	2	0	1	0	0	85	25	15	0	1	0	1	0	2	0	16	4	159	1	4	16	1	4	1	0	5	8	0	10	3	0	16	0	1	1	4	1	1	1	4	8	18	44	0	74	3	0	1	10	0	17	10	0
GreenLine_3_Instructional_0003.txt	711	4.2700	0.407500	0.575246	0	29	0	0	6	2	23	14	12	0	3	2	0	7	0	3	75	0	5	0	0	0	0	0	0	0	1	0	0	0	0	78	28	4	0	6	0	1	2	0	0	19	20	194	0	1	1	0	4	0	0	4	0	0	2	0	0	5	3	1	0	36	0	0	0	0	3	3	0	0	3	0	0	35	24	7	2	4	4
Achievers_A1_Instructional_0003.txt	938	4.5384	0.292500	0.594883	0	34	0	14	10	0	34	8	25	0	2	4	0	5	0	14	93	0	0	0	3	0	1	0	4	0	4	0	0	0	0	94	16	14	2	6	0	1	0	0	0	40	15	232	1	0	0	0	3	1	0	4	5	0	4	0	0	6	2	0	0	43	0	2	1	0	1	7	0	0	3	2	1	78	46	11	0	2	11
Solutions_Intermediate_Plus_Instructional_0007.txt	907	4.7685	0.442500	0.547960	1	22	2	9	7	4	19	8	20	0	3	2	1	2	0	4	94	0	0	0	3	1	9	0	0	0	2	1	1	0	0	115	26	12	2	2	2	4	0	0	0	28	10	213	0	3	3	0	5	0	0	1	0	0	9	6	0	26	1	0	2	35	1	1	2	1	1	8	3	0	11	14	4	51	35	11	13	3	2
